Group,Species,Individual,proboscisLength,bodyLength,proboscisBodyRatio,wingLength,wingArea,aspectRatio,lightness,contrast,OBS,,,
Erebidae: Arctiinae,Trichromia_sp_969,EcEs-Lep-00097,8.87,11.82,0.75,13.34,80.73,2.2,160,69,,,,
Erebidae: Arctiinae,Trichromia_sp_969,EcEs-Lep-00206,9.44,12.25,0.77,13.64,77.04,2.42,142,77,,,,
Erebidae: Arctiinae,Trichromia_sp_969,EcEs-Lep-00225,9.21,10.78,0.85,13.74,85.02,2.22,146,66,,,,
Erebidae: Arctiinae,Trichromia_sp_969,EcEs-Lep-04318,NA,12.28,NA,13.06,80.1,2.13,138,84,,,,
Erebidae: Arctiinae,Trichromia_sp_972,EcEs-Lep-00158,6.66,9.48,0.7,9.96,46.94,2.12,88,66,,,,
Erebidae: Arctiinae,Trichromia_sp_972,EcEs-Lep-00254,6.14,7.4,0.83,9.68,42.5,2.21,132,45,,,,
Erebidae: Arctiinae,Trichromia_sp_972,EcEs-Lep-04353,NA,8.48,NA,11.02,62.23,1.95,94,56,,,,
Erebidae: Arctiinae,Trichromia_sp_975,EcEs-Lep-00782,8.32,9.2,0.9,11.2,55.88,2.25,84,40,PL: average from all measured Trichromias,,,
Erebidae: Arctiinae,Trichromia_sp_976,EcEs-Lep-00784,8.32,11.2,0.74,10.58,50.3,2.22,119,71,PL: average from all measured Trichromias,,,
Erebidae: Arctiinae,Trichromia_sp_976,EcEs-Lep-04333,8.32,8.99,0.93,10.13,49.88,2.06,162,58,PL: average from all measured Trichromias,,,
Erebidae: Arctiinae,Trichromia_sp_977,EcEs-Lep-00786,8.32,9.28,0.9,10.94,55.22,2.17,172,55,PL: average from all measured Trichromias,,,
Erebidae: Arctiinae,Trichromia_sp_977,EcEs-Lep-01146,8.32,10.61,0.78,12.1,68.76,2.13,158,84,PL: average from all measured Trichromias,,,
Erebidae: Arctiinae,Trichromia_sp_978,EcEs-Lep-00634,9.44,11.55,0.82,12.18,78.57,1.89,132,63,,,,
Erebidae: Arctiinae,Trichromia_sp_978,EcEs-Lep-00772,8.4,10.06,0.83,12.85,70.51,2.34,97,53,,,,
Erebidae: Arctiinae,Tricypha_imperialis_980,EcEs-Lep-00030,9.48,14.24,0.67,16.09,168.43,1.54,150,51,,,,
Erebidae: Arctiinae,Uranophora_walkeri_1176,EcEs-Lep-00663,5.78,11.07,0.52,14.04,98.1,2.01,150,37,,,,
Erebidae: Arctiinae,Uranophora_walkeri_1176,EcEs-Lep-01826,6.14,11.39,0.54,13.73,93.24,2.02,170,55,PL: average of 00988 and 01137,,,
Erebidae: Arctiinae,Virbia_spp_766,EcEs-Lep-00010,0.1,10.69,0.01,13.32,100.51,1.77,54,55,"NO proboscis (0,1 used for the sake of calculations)",,,
Erebidae: Arctiinae,Virbia_spp_766,EcEs-Lep-00367b,0.1,NA,NA,NA,NA,NA,NA,NA,"NO proboscis (0,1 used for the sake of ccalculations)",,,
Erebidae: Arctiinae,Virbia_spp_766,EcEs-Lep-00491,0.1,12.16,0.01,19.04,206.19,1.76,80,67,"NO proboscis (0,1 used for the sake of ccalculations)",,,
Erebidae: Arctiinae,Virbia_spp_766,EcEs-Lep-00503,0.1,11.54,0.01,15.4,133.3,1.78,88,66,"NO proboscis (0,1 used for the sake of ccalculations)",,,
Erebidae: Arctiinae,Virbia_spp_766,EcEs-Lep-00798,0.1,10.1,0.01,12.18,90.08,1.65,77,68,"NO proboscis (0,1 used for the sake of ccalculations)",,,
Erebidae: Arctiinae,Virbia_spp_766,EcEs-Lep-00800,0.1,14.38,0.01,21.34,255.47,1.78,68,66,"NO proboscis (0,1 used for the sake of ccalculations)",,,
Erebidae: Arctiinae,Virbia_spp_766,EcEs-Lep-02511,0.1,9.95,0.01,13.11,94.62,1.82,56,67,"NO proboscis (0,1 used for the sake of ccalculations)",,,
Erebidae: Arctiinae,Virbia_spp_766,EcEs-Lep-02513,0.1,10.78,0.01,13.85,114.38,1.68,60,73,"NO proboscis (0,1 used for the sake of ccalculations)",,,
Erebidae: Arctiinae,Viviennea_momyra_981,EcEs-Lep-00176,9.86,16.03,0.62,17.92,129.95,2.47,60,80,,,,
Erebidae: Arctiinae,Watsonidia_reimonan_982,EcEs-Lep-00130,9.35,NA,NA,NA,NA,NA,NA,NA,,,,
Erebidae: Arctiinae,Watsonidia_reimonan_982,EcEs-Lep-00371,7.91,14.08,0.56,15.27,133.82,1.74,154,52,,,,
Erebidae: Arctiinae,Xenosoma_cf_bryki_908,EcEs-Lep-00485,NA,16.45,NA,22.69,344.18,1.5,192,77,,,,
Sphingidae,Xylophanes_corpus_124,EcEs-Lep-00267,27.91,36.15,0.77,32.84,409.86,2.63,70,44,,,,
Sphingidae,Xylophanes_corpus_124,EcEs-Lep-00385,26.86,38.69,0.69,34.39,429.96,2.75,53,24,,,,
Sphingidae,Xylophanes_loelia_121,EcEs-Lep-00454,36.92,40.54,0.91,32.78,367.02,2.93,80,33,,,,
Sphingidae,Xylophanes_small_nr_143,U_9891,38.59,41.91,0.92,37.61,NA,NA,NA,NA,cryptic,,,
Sphingidae,Xylophanes_sp_118,EcEs-Lep-00472,45.5,53.19,0.86,45.56,783.48,2.65,60,38,PL: measurement from 1 of Ugo's individuals (U_S1395),,,
Sphingidae,Xylophanes_sp_123,EcEs-Lep-00615,34.07,47.78,0.71,41.13,683.3,2.48,76,44,,,,
Sphingidae,Xylophanes_sp_136,EcEs-Lep-01593,30.5,39.22,0.78,33.17,377.63,2.91,73,33,PL: measurement from 1 of Ugo's individuals (U_4228),,,
Sphingidae,Xylophanes_sp_139,EcEs-Lep-01628,32.1,49.36,0.65,41.31,707.37,2.41,66,48,PL: measurement from 1 of Ugo's individuals (U_6783),,,
Sphingidae,Xylophanes_sp_143,EcEs-Lep-01623,31.6,24.57,1.29,35.04,602.04,2.04,62,34,PL: measurement from 1 of Ugo's individuals (U_4568),,,
Sphingidae,Xylophanes_thyelia_117,EcEs-Lep-00383,28.86,27.68,1.04,24.06,194.93,2.97,96,47,,,,
Sphingidae,Xylophanes_titana_120,EcEs-Lep-00384,32.56,42.03,0.77,33.45,375.09,2.98,54,52,,,,
Sphingidae,Xylophanes_zurcheri_122,EcEs-Lep-00473,43.8,47.48,0.92,43.1,793.46,2.34,56,28,"PL: average from 5 of Ugo's individuals (U_1388, U_1399, U_S993, S_1195, U_4564)",,,
Erebidae: Arctiinae,Zatrephes_sp_983,EcEs-Lep-00276,1,16,0.06,16.38,169.33,1.58,130,40,"""short"" measurement. 1,0 used as approximation",,,
Erebidae: Arctiinae,Zatrephes_sp_983,EcEs-Lep-00807,NA,15.45,NA,23.15,289.7,1.85,145,29,,,,
