group,species,individual,number,trait,measure
Meliponini,Plebeia (Nanoplebeia) cf asthenes,B0006,4879,wingWidth,1.12
Meliponini,Plebeia (Nanoplebeia) cf asthenes,B0016,4884,wingWidth,0.86
Meliponini,Plebeia (Nanoplebeia) cf asthenes,B0231,4889,wingWidth,1.03
Meliponini,Plebeia (Nanoplebeia) minima,K-1430,2160,intertegularDistance,0.912
Meliponini,Plebeia (Nanoplebeia) minima,K-1755,2166,intertegularDistance,0.924
Meliponini,Plebeia (Nanoplebeia) minima,K-1430,2161,proboscisLength,0.527
Meliponini,Plebeia (Nanoplebeia) minima,K-1755,2167,proboscisLength,0.46
Meliponini,Plebeia (Nanoplebeia) minima,K-1430,2159,wingLength,3.039
Meliponini,Plebeia (Nanoplebeia) minima,K-1755,2165,wingLength,2.824
Meliponini,Plebeia (Nanoplebeia) minima,K-0180,4938,wingWidth,1
Meliponini,Plebeia (Nanoplebeia) minima,K-1366,4937,wingWidth,1.2
Meliponini,Plebeia (Nanoplebeia) sp,K-0856,1700,intertegularDistance,0.994
Meliponini,Plebeia (Nanoplebeia) sp,K-0856,1701,proboscisLength,1.334
Meliponini,Plebeia (Nanoplebeia) sp,K-0856,1699,wingLength,3.201
Meliponini,Plebeia (Nanoplebeia) sp,K-0855,5141,wingWidth,1.02
Meliponini,Plebeia frontalis,K-0241,1046,intertegularDistance,1.16
Meliponini,Plebeia frontalis,K-0243,1052,intertegularDistance,1.197
Meliponini,Plebeia frontalis,K-0378,1280,intertegularDistance,1.212
Meliponini,Plebeia frontalis,K-0379,1286,intertegularDistance,1.137
Meliponini,Plebeia frontalis,K-0380,1292,intertegularDistance,1.195
Meliponini,Plebeia frontalis,K-0381,1298,intertegularDistance,1.184
Meliponini,Plebeia frontalis,K-0382,1304,intertegularDistance,1.222
Meliponini,Plebeia frontalis,K-0383,1310,intertegularDistance,1.201
Meliponini,Plebeia frontalis,K-0384,1316,intertegularDistance,1.172
Meliponini,Plebeia frontalis,K-0385,1322,intertegularDistance,1.217
Meliponini,Plebeia frontalis,K-0241,1047,proboscisLength,1.743
Meliponini,Plebeia frontalis,K-0243,1053,proboscisLength,1.714
Meliponini,Plebeia frontalis,K-0378,1281,proboscisLength,1.648
Meliponini,Plebeia frontalis,K-0379,1287,proboscisLength,1.688
Meliponini,Plebeia frontalis,K-0380,1293,proboscisLength,1.839
Meliponini,Plebeia frontalis,K-0381,1299,proboscisLength,1.907
Meliponini,Plebeia frontalis,K-0382,1305,proboscisLength,1.698
Meliponini,Plebeia frontalis,K-0383,1311,proboscisLength,1.632
Meliponini,Plebeia frontalis,K-0384,1317,proboscisLength,1.557
Meliponini,Plebeia frontalis,K-0385,1323,proboscisLength,1.646
Meliponini,Plebeia frontalis,K-0241,1045,wingLength,3.475
Meliponini,Plebeia frontalis,K-0243,1051,wingLength,3.782
Meliponini,Plebeia frontalis,K-0378,1279,wingLength,3.973
Meliponini,Plebeia frontalis,K-0379,1285,wingLength,3.921
Meliponini,Plebeia frontalis,K-0380,1291,wingLength,3.974
Meliponini,Plebeia frontalis,K-0381,1297,wingLength,3.876
Meliponini,Plebeia frontalis,K-0382,1303,wingLength,3.953
Meliponini,Plebeia frontalis,K-0383,1309,wingLength,3.797
Meliponini,Plebeia frontalis,K-0384,1315,wingLength,3.496
Meliponini,Plebeia frontalis,K-0385,1321,wingLength,3.875
Meliponini,Plebeia frontalis,K-0029,5148,wingWidth,1.2
Meliponini,Plebeia frontalis,K-0042,5149,wingWidth,1.35
Meliponini,Plebeia frontalis,K-0867,5150,wingWidth,1.25
Meliponini,Plebeia sp,A-0771,679,intertegularDistance,1.144
Meliponini,Plebeia sp,A-0772,685,intertegularDistance,1.167
Meliponini,Plebeia sp,A-0773,691,intertegularDistance,1.221
Meliponini,Plebeia sp,A-0774,697,intertegularDistance,1.148
Meliponini,Plebeia sp,A-0775,703,intertegularDistance,1.177
Meliponini,Plebeia sp,A-0776,709,intertegularDistance,1.133
Meliponini,Plebeia sp,A-0777,715,intertegularDistance,1.205
Meliponini,Plebeia sp,A-0778,721,intertegularDistance,1.137
Meliponini,Plebeia sp,A-0779,727,intertegularDistance,1.129
Meliponini,Plebeia sp,A-0780,733,intertegularDistance,1.083
Meliponini,Plebeia sp,K-0810,1658,intertegularDistance,1.117
Meliponini,Plebeia sp,K-0857,1706,intertegularDistance,1.222
Meliponini,Plebeia sp,K-0858,1712,intertegularDistance,1.195
Meliponini,Plebeia sp,K-0914,1808,intertegularDistance,1.142
Meliponini,Plebeia sp,K-0915,1814,intertegularDistance,1.141
Meliponini,Plebeia sp,K-0924,1832,intertegularDistance,1.124
Meliponini,Plebeia sp,K-0982,2172,intertegularDistance,1.138
Meliponini,Plebeia sp,K-1035,2178,intertegularDistance,1.102
Meliponini,Plebeia sp,K-1502,2184,intertegularDistance,1.199
Meliponini,Plebeia sp,K-1786,2190,intertegularDistance,1.195
Meliponini,Plebeia sp,K-1803,2196,intertegularDistance,1.16
Meliponini,Plebeia sp,K-2106,2202,intertegularDistance,1.121
Meliponini,Plebeia sp,K-2302,2226,intertegularDistance,1.089
Meliponini,Plebeia sp,K-2303,2232,intertegularDistance,1.158
Meliponini,Plebeia sp,K-2304,2238,intertegularDistance,1.072
Meliponini,Plebeia sp,K-2305,2244,intertegularDistance,1.109
Meliponini,Plebeia sp,K-2306,2250,intertegularDistance,1.121
Meliponini,Plebeia sp,K-2307,2256,intertegularDistance,1.143
Meliponini,Plebeia sp,K-2308,2262,intertegularDistance,1.077
Meliponini,Plebeia sp,K-2309,2268,intertegularDistance,1.133
Meliponini,Plebeia sp,K-2310,2274,intertegularDistance,1.121
Meliponini,Plebeia sp,A-0771,680,proboscisLength,1.627
Meliponini,Plebeia sp,A-0772,686,proboscisLength,1.694
Meliponini,Plebeia sp,A-0773,692,proboscisLength,1.641
Meliponini,Plebeia sp,A-0774,698,proboscisLength,1.638
Meliponini,Plebeia sp,A-0775,704,proboscisLength,1.61
Meliponini,Plebeia sp,A-0776,710,proboscisLength,1.55
Meliponini,Plebeia sp,A-0777,716,proboscisLength,1.62
Meliponini,Plebeia sp,A-0778,722,proboscisLength,1.601
Meliponini,Plebeia sp,A-0779,728,proboscisLength,1.592
Meliponini,Plebeia sp,A-0780,734,proboscisLength,1.603
Meliponini,Plebeia sp,K-0810,1659,proboscisLength,1.817
Meliponini,Plebeia sp,K-0857,1707,proboscisLength,1.335
Meliponini,Plebeia sp,K-0858,1713,proboscisLength,1.408
Meliponini,Plebeia sp,K-0914,1809,proboscisLength,1.493
Meliponini,Plebeia sp,K-0915,1815,proboscisLength,1.489
Meliponini,Plebeia sp,K-0924,1833,proboscisLength,1.673
Meliponini,Plebeia sp,K-0982,2173,proboscisLength,0.59
Meliponini,Plebeia sp,K-1035,2179,proboscisLength,0.622
Meliponini,Plebeia sp,K-1502,2185,proboscisLength,0.575
Meliponini,Plebeia sp,K-1786,2191,proboscisLength,0.629
Meliponini,Plebeia sp,K-1803,2197,proboscisLength,0.61
Meliponini,Plebeia sp,K-1976,4741,proboscisLength,3.6
Meliponini,Plebeia sp,K-2106,2203,proboscisLength,0.569
Meliponini,Plebeia sp,K-2302,2227,proboscisLength,1.563
Meliponini,Plebeia sp,K-2303,2233,proboscisLength,1.598
Meliponini,Plebeia sp,K-2304,2239,proboscisLength,1.597
Meliponini,Plebeia sp,K-2305,2245,proboscisLength,1.518
Meliponini,Plebeia sp,K-2306,2251,proboscisLength,1.514
Meliponini,Plebeia sp,K-2307,2257,proboscisLength,1.577
Meliponini,Plebeia sp,K-2308,2263,proboscisLength,1.555
Meliponini,Plebeia sp,K-2309,2269,proboscisLength,1.524
Meliponini,Plebeia sp,K-2310,2275,proboscisLength,1.547
Meliponini,Plebeia sp,A-0771,678,wingLength,3.753
Meliponini,Plebeia sp,A-0772,684,wingLength,3.646
Meliponini,Plebeia sp,A-0773,690,wingLength,3.586
Meliponini,Plebeia sp,A-0774,696,wingLength,3.754
Meliponini,Plebeia sp,A-0775,702,wingLength,3.747
Meliponini,Plebeia sp,A-0776,708,wingLength,3.432
Meliponini,Plebeia sp,A-0777,714,wingLength,3.602
Meliponini,Plebeia sp,A-0778,720,wingLength,3.542
Meliponini,Plebeia sp,A-0779,726,wingLength,3.446
Meliponini,Plebeia sp,A-0780,732,wingLength,3.632
Meliponini,Plebeia sp,K-0810,1657,wingLength,4.05
Meliponini,Plebeia sp,K-0857,1705,wingLength,4.22
Meliponini,Plebeia sp,K-0858,1711,wingLength,4.008
Meliponini,Plebeia sp,K-0914,1807,wingLength,3.972
Meliponini,Plebeia sp,K-0915,1813,wingLength,3.743
Meliponini,Plebeia sp,K-0924,1831,wingLength,3.646
Meliponini,Plebeia sp,K-0982,2171,wingLength,4.147
Meliponini,Plebeia sp,K-1035,2177,wingLength,4.214
Meliponini,Plebeia sp,K-1502,2183,wingLength,4.21
Meliponini,Plebeia sp,K-1786,2189,wingLength,4.26
Meliponini,Plebeia sp,K-1803,2195,wingLength,4.134
Meliponini,Plebeia sp,K-1976,4738,wingLength,6.76
Meliponini,Plebeia sp,K-2106,2201,wingLength,4.023
Meliponini,Plebeia sp,K-2302,2225,wingLength,3.892
Meliponini,Plebeia sp,K-2303,2231,wingLength,4.281
Meliponini,Plebeia sp,K-2304,2237,wingLength,3.934
Meliponini,Plebeia sp,K-2305,2243,wingLength,3.942
Meliponini,Plebeia sp,K-2306,2249,wingLength,4.004
Meliponini,Plebeia sp,K-2307,2255,wingLength,4.042
Meliponini,Plebeia sp,K-2308,2261,wingLength,3.88
Meliponini,Plebeia sp,K-2309,2267,wingLength,3.933
Meliponini,Plebeia sp,K-2310,2273,wingLength,4.186
Meliponini,Plebeia sp,K-0065,5151,wingWidth,1.4
Meliponini,Plebeia sp,K-0215,5145,wingWidth,1.74
Meliponini,Plebeia sp,K-0216,5147,wingWidth,1.52
Meliponini,Plebeia sp,K-0377,5144,wingWidth,1.74
Meliponini,Plebeia sp,K-0710,5143,wingWidth,1.6
Meliponini,Plebeia sp,K-0811,5146,wingWidth,1.52
Meliponini,Plebeia sp,K-1976,4739,wingWidth,2.12
Colletidae,Ptiloglossa costaricana,B0258,4575,intertegularDistance,5.81
Colletidae,Ptiloglossa costaricana,B9801,4580,intertegularDistance,4.95
Colletidae,Ptiloglossa costaricana,B0258,4576,proboscisLength,4.57
Colletidae,Ptiloglossa costaricana,B9801,4581,proboscisLength,4.23
Colletidae,Ptiloglossa costaricana,B0258,4573,wingLength,11.66
Colletidae,Ptiloglossa costaricana,B9801,4578,wingLength,11.78
Colletidae,Ptiloglossa costaricana,B0258,4574,wingWidth,3.72
Colletidae,Ptiloglossa costaricana,B9801,4579,wingWidth,3.76
Colletidae,Ptiloglossa trichrootricha,B0474,4585,intertegularDistance,5.03
Colletidae,Ptiloglossa trichrootricha,B0475,4635,intertegularDistance,4.46
Colletidae,Ptiloglossa trichrootricha,B0974,4590,intertegularDistance,4.46
Colletidae,Ptiloglossa trichrootricha,B0474,4586,proboscisLength,4.39
Colletidae,Ptiloglossa trichrootricha,B0475,4636,proboscisLength,6.79
Colletidae,Ptiloglossa trichrootricha,B0974,4591,proboscisLength,4.46
Colletidae,Ptiloglossa trichrootricha,B0474,4583,wingLength,12.35
Colletidae,Ptiloglossa trichrootricha,B0475,4633,wingLength,11.96
Colletidae,Ptiloglossa trichrootricha,B0974,4588,wingLength,11.91
Colletidae,Ptiloglossa trichrootricha,B0474,4584,wingWidth,3.59
Colletidae,Ptiloglossa trichrootricha,B0475,4634,wingWidth,3.36
Colletidae,Ptiloglossa trichrootricha,B0974,4589,wingWidth,3.56
Colletidae,Ptilotrigona occidentalis,K-2030,2376,intertegularDistance,1.738
Colletidae,Ptilotrigona occidentalis,K-2082,2382,intertegularDistance,1.618
Colletidae,Ptilotrigona occidentalis,K-2248,2388,intertegularDistance,1.679
Colletidae,Ptilotrigona occidentalis,K-2030,2377,proboscisLength,2.561
Colletidae,Ptilotrigona occidentalis,K-2082,2383,proboscisLength,2.349
Colletidae,Ptilotrigona occidentalis,K-2248,2389,proboscisLength,2.545
Colletidae,Ptilotrigona occidentalis,K-2030,2375,wingLength,9.388
Colletidae,Ptilotrigona occidentalis,K-2082,2381,wingLength,9.387
Colletidae,Ptilotrigona occidentalis,K-2248,2387,wingLength,9.659
Colletidae,Ptilotrigona occidentalis,K-0073,4922,wingWidth,3.26
Colletidae,Ptilotrigona occidentalis,K-0436,4921,wingWidth,3.54
Colletidae,Ptilotrigona occidentalis,K-0452,4923,wingWidth,3.29
Meliponini,Scaptotrigona (Gymnotrigona) sp,A-1479,793,intertegularDistance,1.844
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-0296,1136,intertegularDistance,1.926
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-0749,1586,intertegularDistance,1.88
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-0750,1592,intertegularDistance,1.923
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-1069,2502,intertegularDistance,1.92
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-1070,2508,intertegularDistance,1.894
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-1071,2514,intertegularDistance,1.923
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-1072,2520,intertegularDistance,1.857
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-1073,2526,intertegularDistance,1.874
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-1074,2532,intertegularDistance,1.886
Meliponini,Scaptotrigona (Gymnotrigona) sp,A-1479,794,proboscisLength,3.417
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-0296,1137,proboscisLength,3.126
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-0749,1587,proboscisLength,3.434
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-0750,1593,proboscisLength,3.249
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-1069,2503,proboscisLength,3.505
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-1070,2509,proboscisLength,3.215
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-1071,2515,proboscisLength,3.159
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-1072,2521,proboscisLength,3.218
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-1073,2527,proboscisLength,3.266
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-1074,2533,proboscisLength,3.052
Meliponini,Scaptotrigona (Gymnotrigona) sp,A-1479,792,wingLength,6.303
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-0296,1135,wingLength,6.461
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-0749,1585,wingLength,6.626
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-0750,1591,wingLength,6.338
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-1069,2501,wingLength,6.26
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-1070,2507,wingLength,6.286
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-1071,2513,wingLength,6.334
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-1072,2519,wingLength,6.3
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-1073,2525,wingLength,6.37
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-1074,2531,wingLength,6.3
Meliponini,Scaptotrigona (Gymnotrigona) sp,K-0296,5105,wingWidth,2.08
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1517,2694,intertegularDistance,1.68
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1518,2700,intertegularDistance,1.618
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1519,2706,intertegularDistance,1.657
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1520,2712,intertegularDistance,1.647
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1521,2718,intertegularDistance,1.703
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1522,2724,intertegularDistance,1.624
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1523,2730,intertegularDistance,1.639
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1524,2736,intertegularDistance,1.753
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1525,2742,intertegularDistance,1.656
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1526,2748,intertegularDistance,1.708
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1517,2695,proboscisLength,3.273
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1518,2701,proboscisLength,3.359
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1519,2707,proboscisLength,3.081
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1520,2713,proboscisLength,3.229
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1521,2719,proboscisLength,2.905
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1522,2725,proboscisLength,3.015
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1523,2731,proboscisLength,2.88
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1524,2737,proboscisLength,3.169
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1525,2743,proboscisLength,3.196
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1526,2749,proboscisLength,3.333
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1517,2693,wingLength,5.747
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1518,2699,wingLength,5.672
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1519,2705,wingLength,5.675
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1520,2711,wingLength,5.818
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1521,2717,wingLength,5.82
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1522,2723,wingLength,5.689
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1523,2729,wingLength,5.767
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1524,2735,wingLength,5.613
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1525,2741,wingLength,5.669
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1526,2747,wingLength,5.861
Meliponini,Scaptotrigona (Scaptotrigona) sp,K-1421,5107,wingWidth,1.95
Meliponini,Scaptotrigona luteipennis,K-0428,1364,intertegularDistance,1.868
Meliponini,Scaptotrigona luteipennis,K-0429,1370,intertegularDistance,1.879
Meliponini,Scaptotrigona luteipennis,K-0469,1400,intertegularDistance,1.86
Meliponini,Scaptotrigona luteipennis,K-0470,1406,intertegularDistance,1.997
Meliponini,Scaptotrigona luteipennis,K-1624,2334,intertegularDistance,1.876
Meliponini,Scaptotrigona luteipennis,K-1625,2340,intertegularDistance,1.918
Meliponini,Scaptotrigona luteipennis,K-1626,2346,intertegularDistance,1.866
Meliponini,Scaptotrigona luteipennis,K-1627,2352,intertegularDistance,1.929
Meliponini,Scaptotrigona luteipennis,K-1628,2358,intertegularDistance,1.896
Meliponini,Scaptotrigona luteipennis,K-1629,2364,intertegularDistance,1.871
Meliponini,Scaptotrigona luteipennis,K-0428,1365,proboscisLength,3.22
Meliponini,Scaptotrigona luteipennis,K-0429,1371,proboscisLength,3.211
Meliponini,Scaptotrigona luteipennis,K-0469,1401,proboscisLength,3.302
Meliponini,Scaptotrigona luteipennis,K-0470,1407,proboscisLength,3.338
Meliponini,Scaptotrigona luteipennis,K-1624,2335,proboscisLength,3.525
Meliponini,Scaptotrigona luteipennis,K-1625,2341,proboscisLength,3.709
Meliponini,Scaptotrigona luteipennis,K-1626,2347,proboscisLength,3.234
Meliponini,Scaptotrigona luteipennis,K-1627,2353,proboscisLength,3.366
Meliponini,Scaptotrigona luteipennis,K-1628,2359,proboscisLength,3.383
Meliponini,Scaptotrigona luteipennis,K-1629,2365,proboscisLength,3.377
Meliponini,Scaptotrigona luteipennis,K-0428,1363,wingLength,6.428
Meliponini,Scaptotrigona luteipennis,K-0429,1369,wingLength,6.462
Meliponini,Scaptotrigona luteipennis,K-0469,1399,wingLength,6.186
Meliponini,Scaptotrigona luteipennis,K-0470,1405,wingLength,6.365
Meliponini,Scaptotrigona luteipennis,K-1624,2333,wingLength,6.261
Meliponini,Scaptotrigona luteipennis,K-1625,2339,wingLength,6.457
Meliponini,Scaptotrigona luteipennis,K-1626,2345,wingLength,6.299
Meliponini,Scaptotrigona luteipennis,K-1627,2351,wingLength,6.427
Meliponini,Scaptotrigona luteipennis,K-1628,2357,wingLength,6.489
Meliponini,Scaptotrigona luteipennis,K-1629,2363,wingLength,6.275
Meliponini,Scaptotrigona luteipennis,K-0429,5106,wingWidth,2.18
Meliponini,Scaptotrigona postica 'group b',K-0866,1724,intertegularDistance,1.658
Meliponini,Scaptotrigona postica 'group b',K-1038,2442,intertegularDistance,1.61
Meliponini,Scaptotrigona postica 'group b',K-1039,2448,intertegularDistance,1.535
Meliponini,Scaptotrigona postica 'group b',K-1313,2454,intertegularDistance,1.538
Meliponini,Scaptotrigona postica 'group b',K-1558,2394,intertegularDistance,1.635
Meliponini,Scaptotrigona postica 'group b',K-1559,2400,intertegularDistance,1.585
Meliponini,Scaptotrigona postica 'group b',K-1560,2406,intertegularDistance,1.559
Meliponini,Scaptotrigona postica 'group b',K-1561,2412,intertegularDistance,1.614
Meliponini,Scaptotrigona postica 'group b',K-1562,2418,intertegularDistance,1.649
Meliponini,Scaptotrigona postica 'group b',K-1563,2424,intertegularDistance,1.623
Meliponini,Scaptotrigona postica 'group b',K-1564,2430,intertegularDistance,1.648
Meliponini,Scaptotrigona postica 'group b',K-1565,2436,intertegularDistance,1.569
Meliponini,Scaptotrigona postica 'group b',K-1649,2460,intertegularDistance,1.586
Meliponini,Scaptotrigona postica 'group b',K-1650,2466,intertegularDistance,1.598
Meliponini,Scaptotrigona postica 'group b',K-1651,2472,intertegularDistance,1.527
Meliponini,Scaptotrigona postica 'group b',K-1652,2478,intertegularDistance,1.553
Meliponini,Scaptotrigona postica 'group b',K-1653,2484,intertegularDistance,1.589
Meliponini,Scaptotrigona postica 'group b',K-1654,2490,intertegularDistance,1.606
Meliponini,Scaptotrigona postica 'group b',K-1655,2496,intertegularDistance,1.541
Meliponini,Scaptotrigona postica 'group b',K-0866,1725,proboscisLength,2.95
Meliponini,Scaptotrigona postica 'group b',K-1038,2443,proboscisLength,2.742
Meliponini,Scaptotrigona postica 'group b',K-1039,2449,proboscisLength,2.824
Meliponini,Scaptotrigona postica 'group b',K-1313,2455,proboscisLength,2.676
Meliponini,Scaptotrigona postica 'group b',K-1558,2395,proboscisLength,2.874
Meliponini,Scaptotrigona postica 'group b',K-1559,2401,proboscisLength,2.67
Meliponini,Scaptotrigona postica 'group b',K-1560,2407,proboscisLength,2.679
Meliponini,Scaptotrigona postica 'group b',K-1561,2413,proboscisLength,2.605
Meliponini,Scaptotrigona postica 'group b',K-1562,2419,proboscisLength,2.634
Meliponini,Scaptotrigona postica 'group b',K-1563,2425,proboscisLength,2.873
Meliponini,Scaptotrigona postica 'group b',K-1564,2431,proboscisLength,2.734
Meliponini,Scaptotrigona postica 'group b',K-1565,2437,proboscisLength,2.716
Meliponini,Scaptotrigona postica 'group b',K-1649,2461,proboscisLength,2.71
Meliponini,Scaptotrigona postica 'group b',K-1650,2467,proboscisLength,2.844
Meliponini,Scaptotrigona postica 'group b',K-1651,2473,proboscisLength,2.808
Meliponini,Scaptotrigona postica 'group b',K-1652,2479,proboscisLength,2.635
Meliponini,Scaptotrigona postica 'group b',K-1653,2485,proboscisLength,2.94
Meliponini,Scaptotrigona postica 'group b',K-1654,2491,proboscisLength,2.858
Meliponini,Scaptotrigona postica 'group b',K-1655,2497,proboscisLength,2.636
Meliponini,Scaptotrigona postica 'group b',K-0866,1723,wingLength,5.659
Meliponini,Scaptotrigona postica 'group b',K-1038,2441,wingLength,5.478
Meliponini,Scaptotrigona postica 'group b',K-1039,2447,wingLength,5.544
Meliponini,Scaptotrigona postica 'group b',K-1313,2453,wingLength,5.473
Meliponini,Scaptotrigona postica 'group b',K-1558,2393,wingLength,5.603
Meliponini,Scaptotrigona postica 'group b',K-1559,2399,wingLength,5.591
Meliponini,Scaptotrigona postica 'group b',K-1560,2405,wingLength,5.511
Meliponini,Scaptotrigona postica 'group b',K-1561,2411,wingLength,5.352
Meliponini,Scaptotrigona postica 'group b',K-1562,2417,wingLength,5.475
Meliponini,Scaptotrigona postica 'group b',K-1563,2423,wingLength,5.556
Meliponini,Scaptotrigona postica 'group b',K-1564,2429,wingLength,5.62
Meliponini,Scaptotrigona postica 'group b',K-1565,2435,wingLength,5.571
Meliponini,Scaptotrigona postica 'group b',K-1649,2459,wingLength,5.565
Meliponini,Scaptotrigona postica 'group b',K-1650,2465,wingLength,5.368
Meliponini,Scaptotrigona postica 'group b',K-1651,2471,wingLength,5.292
Meliponini,Scaptotrigona postica 'group b',K-1652,2477,wingLength,5.638
Meliponini,Scaptotrigona postica 'group b',K-1653,2483,wingLength,5.661
Meliponini,Scaptotrigona postica 'group b',K-1654,2489,wingLength,5.684
Meliponini,Scaptotrigona postica 'group b',K-1655,2495,wingLength,5.362
Meliponini,Scaptotrigona postica 'group b',A-0340,5110,wingWidth,1.83
Meliponini,Scaptotrigona postica 'group b',K-0173,5108,wingWidth,1.88
Meliponini,Scaptotrigona postica 'group b',K-0174,5113,wingWidth,1.85
Meliponini,Scaptotrigona postica 'group b',K-0337,5109,wingWidth,1.93
Meliponini,Scaptotrigona postica 'group b',K-0625,5111,wingWidth,1.99
Meliponini,Scaptotrigona postica 'group b',K-0843,5112,wingWidth,1.84
Meliponini,Scaura argyrea,A-1487,799,intertegularDistance,1.224
Meliponini,Scaura argyrea,A-1488,805,intertegularDistance,1.182
Meliponini,Scaura argyrea,A-1489,811,intertegularDistance,1.165
Meliponini,Scaura argyrea,A-1490,817,intertegularDistance,1.213
Meliponini,Scaura argyrea,A-1491,824,intertegularDistance,1.216
Meliponini,Scaura argyrea,A-1492,830,intertegularDistance,1.263
Meliponini,Scaura argyrea,A-1493,836,intertegularDistance,1.185
Meliponini,Scaura argyrea,A-1494,842,intertegularDistance,1.202
Meliponini,Scaura argyrea,A-1495,848,intertegularDistance,1.258
Meliponini,Scaura argyrea,A-1496,854,intertegularDistance,1.214
Meliponini,Scaura argyrea,A-1487,800,proboscisLength,1.138
Meliponini,Scaura argyrea,A-1488,806,proboscisLength,1.285
Meliponini,Scaura argyrea,A-1489,812,proboscisLength,1.226
Meliponini,Scaura argyrea,A-1490,818,proboscisLength,1.37
Meliponini,Scaura argyrea,A-1491,825,proboscisLength,1.166
Meliponini,Scaura argyrea,A-1492,831,proboscisLength,1.45
Meliponini,Scaura argyrea,A-1493,837,proboscisLength,1.37
Meliponini,Scaura argyrea,A-1494,843,proboscisLength,1.376
Meliponini,Scaura argyrea,A-1495,849,proboscisLength,1.318
Meliponini,Scaura argyrea,A-1496,855,proboscisLength,1.306
Meliponini,Scaura argyrea,A-1487,798,wingLength,4.144
Meliponini,Scaura argyrea,A-1488,804,wingLength,4.218
Meliponini,Scaura argyrea,A-1489,810,wingLength,4.266
Meliponini,Scaura argyrea,A-1490,816,wingLength,4.229
Meliponini,Scaura argyrea,A-1491,823,wingLength,4.156
Meliponini,Scaura argyrea,A-1492,829,wingLength,4.109
Meliponini,Scaura argyrea,A-1493,835,wingLength,4.274
Meliponini,Scaura argyrea,A-1494,841,wingLength,4.257
Meliponini,Scaura argyrea,A-1495,847,wingLength,4.207
Meliponini,Scaura argyrea,A-1496,853,wingLength,4.037
Meliponini,Scaura argyrea,A-1482,5133,wingWidth,1.56
Meliponini,Scaura argyrea,A-1484,5134,wingWidth,1.43
Meliponini,Scaura argyrea,K-0858,5132,wingWidth,1.46
Meliponini,Scaura longula,K-0110,908,intertegularDistance,1.27
Meliponini,Scaura longula,K-0111,914,intertegularDistance,1.276
