Secuencia,Plot,Number,Code,Family,Genus,Species
364,OG38,147,OG38-147,Meliaceae,Trichilia,Trichilia_surinamensis
365,OG38,148,OG38-148,Lamiaceae,Vitex,Vitex_orinocensis
366,OG38,149,OG38-149,Metteniusaceae,Dendrobangia,Dendrobangia_boliviana
367,CR06,1,CR06-1,Arecaceae,Wettinia,Wettinia_quinaria
368,CR06,2,CR06-2,Salicaceae,Banara,Banara_guianensis
369,CR06,3,CR06-3,Arecaceae,Wettinia,Wettinia_quinaria
370,CR06,4,CR06-4,Myristicaceae,Otoba,Otoba_novogranatensis
371,CR06,5,CR06-5,Malvaceae,Theobroma,Theobroma_cacao
372,CR06,NA,CR06-NA,Arecaceae,Wettinia,Wettinia_quinaria
373,CR06,NA,CR06-NA,Staphyleaceae,Turpinia,Turpinia_occidentalis
374,CR06,NA,CR06-NA,Apocynaceae,Tabernaemontana,Tabernaemontana_amygdalifolia
375,CR06,6,CR06-6,Arecaceae,Wettinia,Wettinia_quinaria
376,CR06,7,CR06-7,Malvaceae,Theobroma,Theobroma_cacao
377,CR06,8,CR06-8,Arecaceae,Bactris,Bactris_setulosa
378,CR06,9,CR06-9,Malvaceae,Theobroma,Theobroma_cacao
379,CR06,10,CR06-10,Urticaceae,Cecropia,Cecropia_insignis
380,CR06,11,CR06-11,Malvaceae,Theobroma,Theobroma_cacao
381,CR06,12,CR06-12,Malvaceae,Theobroma,Theobroma_cacao
382,CR06,13,CR06-13,Asteraceae,Vernonanthura,Vernonanthura_patens
383,CR06,14,CR06-14,Lecythidaceae,Grias,Grias_peruviana
384,CR06,15,CR06-15,Arecaceae,Wettinia,Wettinia_quinaria
385,CR06,16,CR06-16,Malvaceae,Theobroma,Theobroma_cacao
386,CR06,17,CR06-17,Malvaceae,Theobroma,Theobroma_cacao
387,CR06,18,CR06-18,Malvaceae,Theobroma,Theobroma_cacao
388,CR06,19,CR06-19,Piperaceae,Piper,Piper_longicaudatum
389,CR06,20,CR06-20,Fabaceae,Inga,Inga_chocoensis
390,CR06,21,CR06-21,Arecaceae,Wettinia,Wettinia_quinaria
391,CR06,22,CR06-22,Fabaceae,Inga,Inga_jinicuil
392,CR06,23,CR06-23,Urticaceae,Cecropia,Cecropia_insignis
393,CR06,24,CR06-24,Moraceae,Poulsenia,Poulsenia_armata
394,CR06,25,CR06-25,Arecaceae,Wettinia,Wettinia_quinaria
395,CR06,26,CR06-26,Arecaceae,Wettinia,Wettinia_quinaria
396,CR06,27,CR06-27,Arecaceae,Wettinia,Wettinia_quinaria
397,CR06,28,CR06-28,Fabaceae,Inga,Inga_jinicuil
398,CR06,29,CR06-29,Malvaceae,Theobroma,Theobroma_cacao
399,CR06,30,CR06-30,Malvaceae,Theobroma,Theobroma_cacao
400,CR06,31,CR06-31,Malvaceae,Apeiba,Apeiba_membranacea
401,CR06,32,CR06-32,Urticaceae,Cecropia,Cecropia_insignis
402,CR06,33,CR06-33,Arecaceae,Bactris,Bactris_setulosa
403,CR06,34,CR06-34,Malvaceae,Theobroma,Theobroma_cacao
404,CR06,35,CR06-35,Urticaceae,Cecropia,Cecropia_insignis
405,CR06,36,CR06-36,Fabaceae,Inga,Inga_nobilis
406,CR06,37,CR06-37,Malvaceae,Theobroma,Theobroma_cacao
407,CR06,38,CR06-38,Urticaceae,Cecropia,Cecropia_insignis
408,CR06,39,CR06-39,Arecaceae,Wettinia,Wettinia_quinaria
409,CR06,40,CR06-40,Malvaceae,Theobroma,Theobroma_cacao
410,CR06,41,CR06-41,Malvaceae,Theobroma,Theobroma_cacao
411,CR06,42,CR06-42,Schlegeliaceae,Exarata,Exarata_chocoensis
412,CR06,43,CR06-43,Malvaceae,Theobroma,Theobroma_cacao
413,CR06,44,CR06-44,Malvaceae,Theobroma,Theobroma_cacao
414,CR06,45,CR06-45,Melastomataceae,Miconia,Miconia_conocuatrecasii
415,CR06,46,CR06-46,Staphyleaceae,Turpinia,Turpinia_occidentalis
416,CR06,47,CR06-47,Malvaceae,Theobroma,Theobroma_cacao
417,CR06,48,CR06-48,Arecaceae,Wettinia,Wettinia_quinaria
418,CR06,49,CR06-49,Clusiaceae,Tovomita,Tovomita_nicaraguensis
419,CR06,50,CR06-50,Meliaceae,Carapa,Carapa_megistocarpa
420,CR06,51,CR06-51,Moraceae,Poulsenia,Poulsenia_armata
421,CR06,52,CR06-52,Urticaceae,Cecropia,Cecropia_insignis
422,CR06,53,CR06-53,Malvaceae,Theobroma,Theobroma_cacao
423,CR06,54,CR06-54,Clusiaceae,Tovomita,Tovomita_nicaraguensis
424,CR06,55,CR06-55,Fabaceae,Inga,Inga_ruiziana
425,CR06,56,CR06-56,Arecaceae,Wettinia,Wettinia_quinaria
426,CR06,57,CR06-57,Arecaceae,Wettinia,Wettinia_quinaria
427,CR06,58,CR06-58,Arecaceae,Wettinia,Wettinia_quinaria
428,CR06,59,CR06-59,Malvaceae,Theobroma,Theobroma_cacao
429,CR06,60,CR06-60,Arecaceae,Wettinia,Wettinia_quinaria
430,CR06,61,CR06-61,Malvaceae,Theobroma,Theobroma_cacao
431,CR06,62,CR06-62,Arecaceae,Wettinia,Wettinia_quinaria
432,CR06,63,CR06-63,Moraceae,Poulsenia,Poulsenia_armata
433,CR06,64,CR06-64,Staphyleaceae,Turpinia,Turpinia_occidentalis
434,CR06,65,CR06-65,Malvaceae,Apeiba,Apeiba_membranacea
435,CR06,66,CR06-66,Arecaceae,Wettinia,Wettinia_quinaria
436,CR06,67,CR06-67,Malvaceae,Apeiba,Apeiba_membranacea
437,CR06,68,CR06-68,Arecaceae,Wettinia,Wettinia_quinaria
438,CR06,69,CR06-69,Arecaceae,Wettinia,Wettinia_quinaria
439,CR06,70,CR06-70,Malvaceae,Theobroma,Theobroma_cacao
440,CR06,71,CR06-71,Arecaceae,Wettinia,Wettinia_quinaria
441,CR06,72,CR06-72,Moraceae,Poulsenia,Poulsenia_armata
442,CR06,73,CR06-73,Fabaceae,Inga,Inga_edulis
443,CR06,74,CR06-74,Urticaceae,Cecropia,Cecropia_insignis
444,CR06,75,CR06-75,Malvaceae,Theobroma,Theobroma_cacao
445,CR06,76,CR06-76,Urticaceae,Cecropia,Cecropia_insignis
446,CR06,77,CR06-77,Malvaceae,Theobroma,Theobroma_cacao
447,CR06,78,CR06-78,Malvaceae,Theobroma,Theobroma_cacao
448,CR06,79,CR06-79,Malvaceae,Theobroma,Theobroma_cacao
449,CR06,80,CR06-80,Phyllanthaceae,Hieronyma,Hieronyma_alchorneoides
450,CR06,81,CR06-81,Malvaceae,Theobroma,Theobroma_cacao
451,CR06,82,CR06-82,Malvaceae,Theobroma,Theobroma_cacao
452,CR06,83,CR06-83,Malvaceae,Theobroma,Theobroma_cacao
453,CR06,84,CR06-84,Malvaceae,Theobroma,Theobroma_cacao
454,CR06,85,CR06-85,Sapindaceae,Matayba,Matayba_scrobiculata
455,CR06,86,CR06-86,Malvaceae,Theobroma,Theobroma_cacao
456,CR06,87,CR06-87,Malvaceae,Theobroma,Theobroma_cacao
457,CR06,88,CR06-88,Malvaceae,Theobroma,Theobroma_cacao
458,CR06,89,CR06-89,Malvaceae,Theobroma,Theobroma_cacao
459,CR06,90,CR06-90,Malvaceae,Theobroma,Theobroma_cacao
460,CR06,91,CR06-91,Malvaceae,Theobroma,Theobroma_cacao
461,CR06,92,CR06-92,Malvaceae,Theobroma,Theobroma_cacao
462,CR06,93,CR06-93,Malvaceae,Theobroma,Theobroma_cacao
463,CR06,94,CR06-94,Fabaceae,Inga,Inga_silanchensis
464,CR06,95,CR06-95,Malvaceae,Theobroma,Theobroma_cacao
465,CR06,96,CR06-96,Malvaceae,Theobroma,Theobroma_cacao
466,CR06,97,CR06-97,Malvaceae,Theobroma,Theobroma_cacao
467,CR06,98,CR06-98,Urticaceae,Cecropia,Cecropia_insignis
468,CR06,99,CR06-99,Arecaceae,Wettinia,Wettinia_quinaria
469,CR06,100,CR06-100,Malvaceae,Theobroma,Theobroma_cacao
470,CR06,101,CR06-101,Urticaceae,Cecropia,Cecropia_insignis
471,CR06,102,CR06-102,Malvaceae,Theobroma,Theobroma_cacao
472,CR06,103,CR06-103,Malvaceae,Theobroma,Theobroma_cacao
473,CR06,104,CR06-104,Malvaceae,Theobroma,Theobroma_cacao
474,CR06,105,CR06-105,Malvaceae,Theobroma,Theobroma_cacao
475,CR06,106,CR06-106,Malvaceae,Theobroma,Theobroma_cacao
476,CR06,107,CR06-107,Malvaceae,Theobroma,Theobroma_cacao
477,CR06,108,CR06-108,Fabaceae,Cojoba,Cojoba_arborea
478,CR06,109,CR06-109,Malvaceae,Theobroma,Theobroma_cacao
479,CR06,110,CR06-110,Arecaceae,Wettinia,Wettinia_quinaria
480,CR06,111,CR06-111,Hypericaceae,Vismia,Vismia_baccifera
481,CR06,112,CR06-112,Fabaceae,Cojoba,Cojoba_arborea
482,CR06,113,CR06-113,Cordiaceae,Cordia,Cordia_alliodora
483,CR06,114,CR06-114,Fabaceae,Inga,Inga_edulis
484,CR06,115,CR06-115,Malvaceae,Theobroma,Theobroma_cacao
485,CR06,116,CR06-116,Moraceae,Artocarpus,Artocarpus_altilis
486,CR06,117,CR06-117,Phyllanthaceae,Hieronyma,Hieronyma_alchorneoides
487,CR06,118,CR06-118,Fabaceae,Ecuadendron,Ecuadendron_acosta-solisianum
488,CR06,119,CR06-119,Fabaceae,Schyzolobium,Schyzolobium_parahyba
489,CR06,120,CR06-120,Salicaceae,Banara,Banara_guianensis
490,CR06,121,CR06-121,Malvaceae,Theobroma,Theobroma_cacao
491,CR06,122,CR06-122,Malvaceae,Theobroma,Theobroma_cacao
492,CR06,123,CR06-123,Fabaceae,Cojoba,Cojoba_arborea
493,CR06,124,CR06-124,Phyllanthaceae,Hieronyma,Hieronyma_alchorneoides
494,CR06,125,CR06-125,Arecaceae,Wettinia,Wettinia_quinaria
495,CR06,126,CR06-126,Malvaceae,Apeiba,Apeiba_membranacea
496,CR06,127,CR06-127,Malvaceae,Apeiba,Apeiba_membranacea
497,CR06,128,CR06-128,Salicaceae,Pleuranthodendron,Pleuranthodendron_lindenii
498,CR06,129,CR06-129,Moraceae,Castilla,Castilla_elastica
499,CR06,130,CR06-130,Melastomataceae,Miconia,Miconia_conocuatrecasii
500,CR06,131,CR06-131,Rubiaceae,Pentagonia,Pentagonia_grandiflora
501,CR06,132,CR06-132,Rubiaceae,Pentagonia,Pentagonia_grandiflora
502,CR06,133,CR06-133,NA,NA,NA
503,CR06,134,CR06-134,NA,NA,NA
504,CR06,135,CR06-135,NA,NA,NA
505,CR06,136,CR06-136,NA,NA,NA
506,CR06,137,CR06-137,Malvaceae,Theobroma,Theobroma_cacao
507,CR06,138,CR06-138,Fabaceae,Inga,Inga_edulis
508,CR06,139,CR06-139,Salicaceae,Xylosma,Xylosma_tessmannii
509,CR06,140,CR06-140,Malvaceae,Theobroma,Theobroma_cacao
510,CR06,141,CR06-141,Urticaceae,Cecropia,Cecropia_insignis
511,CR06,142,CR06-142,Phyllanthaceae,Hieronyma,Hieronyma_alchorneoides
512,CR06,143,CR06-143,Arecaceae,Wettinia,Wettinia_quinaria
513,CR06,144,CR06-144,Malvaceae,Theobroma,Theobroma_cacao
514,CR06,145,CR06-145,Malvaceae,Theobroma,Theobroma_cacao
515,CR06,146,CR06-146,Meliaceae,Guarea,Guarea_kunthiana
516,CR06,147,CR06-147,Malvaceae,Theobroma,Theobroma_cacao
517,CR06,148,CR06-148,Arecaceae,Wettinia,Wettinia_quinaria
518,CR06,149,CR06-149,Salicaceae,Xylosma,Xylosma_tessmannii
519,CR06,150,CR06-150,Malvaceae,Theobroma,Theobroma_cacao
520,CR06,151,CR06-151,Arecaceae,Wettinia,Wettinia_quinaria
521,CR06,152,CR06-152,Phyllanthaceae,Hieronyma,Hieronyma_alchorneoides
522,CR06,153,CR06-153,Burseraceae,Dacryodes,Dacryodes_cupularis
523,CR06,154,CR06-154,Euphorbiaceae,Sapium,Sapium_laurifolium
524,CR06,155,CR06-155,Apocynaceae,Lacmellea,Lacmellea_speciosa
525,CR06,156,CR06-156,Rubiaceae,Palicourea,Palicourea_chimboracensis
526,CR06,157,CR06-157,Salicaceae,Banara,Banara_guianensis
527,CR06,158,CR06-158,Urticaceae,Cecropia,Cecropia_insignis
528,CR06,159,CR06-159,Salicaceae,Banara,Banara_guianensis
529,CR06,160,CR06-160,Salicaceae,Banara,Banara_guianensis
530,CR06,161,CR06-161,Violaceae,Fusispermum,Fusispermum_minutiflorum
531,CR06,162,CR06-162,Urticaceae,Cecropia,Cecropia_insignis
532,CR06,163,CR06-163,Urticaceae,Cecropia,Cecropia_hispidissima
533,CR06,164,CR06-164,Malvaceae,Theobroma,Theobroma_cacao
534,CR06,165,CR06-165,Malvaceae,Apeiba,Apeiba_membranacea
535,CR06,166,CR06-166,Malvaceae,Theobroma,Theobroma_cacao
536,CR06,167,CR06-167,Arecaceae,Wettinia,Wettinia_quinaria
537,CR06,168,CR06-168,Arecaceae,Wettinia,Wettinia_quinaria
538,CR06,169,CR06-169,Arecaceae,Wettinia,Wettinia_quinaria
539,CR06,170,CR06-170,Moraceae,Poulsenia,Poulsenia_armata
540,CR06,171,CR06-171,Urticaceae,Cecropia,Cecropia_hispidissima
541,CR06,172,CR06-172,Urticaceae,Cecropia,Cecropia_garciae
542,CR06,173,CR06-173,Urticaceae,Cecropia,Cecropia_insignis
543,CR06,174,CR06-174,Arecaceae,Wettinia,Wettinia_quinaria
544,CR06,175,CR06-175,Phyllanthaceae,Hieronyma,Hieronyma_alchorneoides
545,CR06,176,CR06-176,Burseraceae,Dacryodes,Dacryodes_cupularis
546,CR06,177,CR06-177,Malvaceae,Apeiba,Apeiba_membranacea
547,CR06,178,CR06-178,Phyllanthaceae,Hieronyma,Hieronyma_alchorneoides
548,CR06,179,CR06-179,Malvaceae,Sterculia,Sterculia_colombiana
549,CR06,180,CR06-180,Staphyleaceae,Turpinia,Turpinia_occidentalis
550,CR06,181,CR06-181,Arecaceae,Wettinia,Wettinia_quinaria
551,CR06,182,CR06-182,Arecaceae,Wettinia,Wettinia_quinaria
552,CR06,183,CR06-183,Celastraceae,Maytenus,Maytenus_macrocarpa
553,CR06,184,CR06-184,Lauraceae,Ocotea,Ocotea_sp.2
554,CR06,185,CR06-185,Myrtaceae,Eugenia,Eugenia_oerstediana
555,CR06,186,CR06-186,Myristicaceae,Otoba,Otoba_novogranatensis
556,CR06,187,CR06-187,Arecaceae,Wettinia,Wettinia_quinaria
557,CR06,188,CR06-188,Arecaceae,Wettinia,Wettinia_quinaria
558,CR06,189,CR06-189,Burseraceae,Protium,Protium_ecuadorense
559,OG50,1,OG50-1,Melastomataceae,Miconia,Miconia_OG50-1
560,OG50,2,OG50-2,Urticaceae,Pourouma,Pourouma_guianensis
561,OG50,3,OG50-3,Burseraceae,Dacryodes,Dacryodes_cupularis
562,OG50,4,OG50-4,NA,NA,NA
563,OG50,5,OG50-5,Arecaceae,Iriartea,Iriartea_deltoidea
564,OG50,6,OG50-6,Arecaceae,Wettinia,Wettinia_quinaria
565,OG50,7,OG50-7,Nyctaginaceae,Neea,Neea_cf._OG50-7
566,OG50,8,OG50-8,Ochnaceae,Ouratea,Ouratea_grandifolia
567,OG50,9,OG50-9,Clusiaceae,Tovomita,Tovomita_longifolia
568,OG50,10,OG50-10,Arecaceae,Wettinia,Wettinia_quinaria
569,OG50,11,OG50-11,Arecaceae,Iriartea,Iriartea_deltoidea
570,OG50,12,OG50-12,Euphorbiaceae,Mabea,Mabea_occidentalis
571,OG50,13,OG50-13,Staphyleaceae,Turpinia,Turpinia_occidentalis
572,OG50,14,OG50-14,Apocynaceae,Tabernaemontana,Tabernaemontana_amygdalifolia
573,OG50,15,OG50-15,Arecaceae,Iriartea,Iriartea_deltoidea
574,OG50,16,OG50-16,Arecaceae,Wettinia,Wettinia_quinaria
575,OG50,17,OG50-17,Lecythidaceae,Eschweilera,Eschweilera_rimbachii
576,OG50,18,OG50-18,Arecaceae,Wettinia,Wettinia_quinaria
577,OG50,19,OG50-19,Myristicaceae,Otoba,Otoba_novogranatensis
578,OG50,20,OG50-20,Arecaceae,Iriartea,Iriartea_deltoidea
579,OG50,21,OG50-21,Arecaceae,Wettinia,Wettinia_quinaria
580,OG50,22,OG50-22,Arecaceae,Wettinia,Wettinia_quinaria
581,OG50,23,OG50-23,Clusiaceae,Garcinia,Garcinia_madruno
582,OG50,24,OG50-24,Clusiaceae,Symphonia,Symphonia_globulifera
583,OG50,25,OG50-25,Melastomataceae,Henriettella,Henriettella_lawrancei
584,OG50,26,OG50-26,Arecaceae,Wettinia,Wettinia_quinaria
585,OG50,27,OG50-27,Meliaceae,Guarea,Guarea_kunthiana
586,OG50,28,OG50-28,Fabaceae,Inga,Inga_cf._OG50-28
587,OG50,29,OG50-29,Arecaceae,Wettinia,Wettinia_quinaria
588,OG50,30,OG50-30,Arecaceae,Iriartea,Iriartea_deltoidea
589,OG50,31,OG50-31,Myristicaceae,Otoba,Otoba_cyclobasis
590,OG50,32,OG50-32,Arecaceae,Wettinia,Wettinia_quinaria
591,OG50,33,OG50-33,Arecaceae,Wettinia,Wettinia_quinaria
592,OG50,34,OG50-34,Arecaceae,Iriartea,Iriartea_deltoidea
593,OG50,35,OG50-35,Urticaceae,Pourouma,Pourouma_guianensis
594,OG50,36,OG50-36,Lecythidaceae,Gustavia,Gustavia_hexapetala
595,OG50,37,OG50-37,Arecaceae,Wettinia,Wettinia_quinaria
596,OG50,38,OG50-38,Arecaceae,Iriartea,Iriartea_deltoidea
597,OG50,39,OG50-39,Myristicaceae,Virola,Virola_reidii
598,OG50,40,OG50-40,Arecaceae,Iriartea,Iriartea_deltoidea
599,OG50,41,OG50-41,Arecaceae,Iriartea,Iriartea_deltoidea
600,OG50,42,OG50-42,Arecaceae,Iriartea,Iriartea_deltoidea
601,OG50,43,OG50-43,Moraceae,Naucleopsis,Naucleopsis_ulei
602,OG50,44,OG50-44,Arecaceae,Iriartea,Iriartea_deltoidea
603,OG50,45,OG50-45,Urticaceae,Cecropia,Cecropia_insignis
604,OG50,46,OG50-46,Arecaceae,Iriartea,Iriartea_deltoidea
605,OG50,47,OG50-47,Moraceae,Otoba,Otoba_cyclobasis
606,OG50,48,OG50-48,Arecaceae,Wettinia,Wettinia_quinaria
607,OG50,49,OG50-49,Arecaceae,Wettinia,Wettinia_quinaria
608,OG50,50,OG50-50,Lauraceae,NA,NA
609,OG50,51,OG50-51,Arecaceae,Iriartea,Iriartea_deltoidea
610,OG50,52,OG50-52,Arecaceae,Iriartea,Iriartea_deltoidea
611,OG50,53,OG50-53,Arecaceae,Iriartea,Iriartea_deltoidea
612,OG50,54,OG50-54,Fabaceae,Inga,Inga_'sin_alas_impar'
613,OG50,55,OG50-55,Arecaceae,Iriartea,Iriartea_deltoidea
614,OG50,56,OG50-56,Arecaceae,Wettinia,Wettinia_quinaria
615,OG50,57,OG50-57,Arecaceae,Iriartea,Iriartea_deltoidea
616,OG50,58,OG50-58,Rubiaceae,Palicourea,Palicourea_paratinctoria
617,OG50,59,OG50-59,Fabaceae,Inga,Inga_multicaulis
618,OG50,60,OG50-60,Arecaceae,Wettinia,Wettinia_quinaria
619,OG50,61,OG50-61,Malvaceae,Quararibea,Quararibea_grandifolia
620,OG50,62,OG50-62,Simaroubaceae,Simarouba,Simarouba_amara
621,OG50,63,OG50-63,Lauraceae,Nectandra,Nectandra_tomentosa
622,OG50,64,OG50-64,Arecaceae,Socratea,Socratea_exorrhiza
623,OG50,65,OG50-65,Arecaceae,Wettinia,Wettinia_quinaria
624,OG50,66,OG50-66,Sapindaceae,Allophylus,Allophylus_angustatus
625,OG50,67,OG50-67,Rubiaceae,Palicourea,Palicourea_paratinctoria
626,OG50,68,OG50-68,Arecaceae,Iriartea,Iriartea_deltoidea
627,OG50,69,OG50-69,Arecaceae,Wettinia,Wettinia_quinaria
628,OG50,70,OG50-70,Myristicaceae,Compsoneura,Compsoneura_mutisii
629,OG50,71,OG50-71,Rubiaceae,Alibertia,Alibertia_patinoi
630,OG50,72,OG50-72,Arecaceae,Socratea,Socratea_exorrhiza
631,OG50,73,OG50-73,Lecythidaceae,Grias,Grias_peruviana
632,OG50,74,OG50-74,Sapotaceae,Pouteria,Pouteria_trilocularis
633,OG50,75,OG50-75,Urticaceae,Cecropia,Cecropia_garciae
634,OG50,76,OG50-76,Malvaceae,Quararibea,Quararibea_caldasiana
635,OG50,77,OG50-77,Rubiaceae,Alibertia,Alibertia_patinoi
636,OG50,78,OG50-78,Malvaceae,Quararibea,Quararibea_caldasiana
637,OG50,79,OG50-79,Malvaceae,Quararibea,Quararibea_caldasiana
638,OG50,80,OG50-80,Moraceae,Castilla,Castilla_elastica
639,OG50,81,OG50-81,NA,NA,NA
640,OG50,82,OG50-82,Urticaceae,Cecropia,Cecropia_garciae
641,OG50,83,OG50-83,Myristicaceae,Otoba,Otoba_novogranatensis
642,OG50,84,OG50-84,Arecaceae,Wettinia,Wettinia_quinaria
643,OG50,85,OG50-85,Arecaceae,Wettinia,Wettinia_quinaria
644,OG50,86,OG50-86,Urticaceae,Cecropia,Cecropia_insignis
645,OG50,87,OG50-87,Caricaceae,Jacaratia,Jacaratia_spinosa
646,OG50,88,OG50-88,Arecaceae,Iriartea,Iriartea_deltoidea
647,OG50,89,OG50-89,Lauraceae,Pleurothyrium,Pleurothyrium_sp.1
648,OG50,90,OG50-90,Arecaceae,Iriartea,Iriartea_deltoidea
649,OG50,91,OG50-91,Moraceae,Perebea,Perebea_xanthochyma
650,OG50,92,OG50-92,Arecaceae,Iriartea,Iriartea_deltoidea
651,OG50,93,OG50-93,Staphyleaceae,Turpinia,Turpinia_occidentalis
652,OG50,94,OG50-94,NA,NA,NA
653,OG50,95,OG50-95,Arecaceae,Iriartea,Iriartea_deltoidea
654,OG50,96,OG50-96,Dipentodontaceae,Perrottetia,Perrottetia_sessiliflora
655,OG50,97,OG50-97,Arecaceae,Iriartea,Iriartea_deltoidea
656,OG50,98,OG50-98,Arecaceae,Iriartea,Iriartea_deltoidea
657,OG50,99,OG50-99,Arecaceae,Iriartea,Iriartea_deltoidea
658,OG50,100,OG50-100,Arecaceae,Iriartea,Iriartea_deltoidea
659,OG50,101,OG50-101,Arecaceae,Iriartea,Iriartea_deltoidea
660,OG50,102,OG50-102,Fabaceae,Inga,Inga_OG50-28
661,OG50,103,OG50-103,Moraceae,Brosimum,Brosimum_guianense
662,OG50,104,OG50-104,Moraceae,Brosimum,Brosimum_guianense
663,OG50,105,OG50-105,Arecaceae,Wettinia,Wettinia_quinaria
664,OG50,106,OG50-106,Fabaceae,Inga,Inga_stenoptera
665,OG50,107,OG50-107,Burseraceae,Protium,Protium_ecuadorense
666,OG50,108,OG50-108,Fabaceae,Inga,Inga_sp.2
667,OG50,109,OG50-109,Arecaceae,Iriartea,Iriartea_deltoidea
668,OG50,110,OG50-110,Arecaceae,Wettinia,Wettinia_quinaria
669,OG50,111,OG50-111,Ochnaceae,Ouratea,Ouratea_grandifolia
670,OG50,112,OG50-112,Ochnaceae,Ouratea,Ouratea_grandifolia
671,OG50,113,OG50-113,Apocynaceae,Tabernaemontana,Tabernaemontana_amygdalifolia
672,OG50,114,OG50-114,Moraceae,Brosimum,Brosimum_utile
673,OG50,115,OG50-115,Caricaceae,Jacaratia,Jacaratia_spinosa
674,OG50,116,OG50-116,Lauraceae,Nectandra,Nectandra_guadaripo
675,OG50,117,OG50-117,Urticaceae,Cecropia,Cecropia_garciae
676,OG50,118,OG50-118,Moraceae,Brosimum,Brosimum_utile
677,OG50,119,OG50-119,Lauraceae,Nectandra,Nectandra_tomentosa
678,OG50,120,OG50-120,Moraceae,Brosimum,Brosimum_utile
679,OG50,121,OG50-121,Fabaceae,Inga,Inga_sp.2
680,OG50,122,OG50-122,Lecythidaceae,Gustavia,Gustavia_hexapetala
681,OG50,123,OG50-123,Arecaceae,Iriartea,Iriartea_deltoidea
682,OG50,124,OG50-124,Malvaceae,Matisia,Matisia_longipes
683,OG50,125,OG50-125,Rubiaceae,Palicourea,Palicourea_palenquensis
684,OG50,126,OG50-126,Moraceae,Sorocea,Sorocea_jaramilloi
685,OG50,127,OG50-127,Burseraceae,Protium,Protium_ecuadorense
686,OG50,128,OG50-128,Fabaceae,Inga,Inga_stenoptera
687,OG50,129,OG50-129,Urticaceae,Cecropia,Cecropia_garciae
688,OG50,130,OG50-130,Urticaceae,Pourouma,Pourouma_guianensis
689,OG50,131,OG50-131,Phyllanthaceae,Hieronyma,Hieronyma_alchorneoides
690,OG50,132,OG50-132,Burseraceae,Dacryodes,Dacryodes_cupularis
691,OG50,133,OG50-133,Arecaceae,Wettinia,Wettinia_quinaria
692,OG50,134,OG50-134,Myristicaceae,Otoba,Otoba_cyclobasis
693,OG50,135,OG50-135,Arecaceae,Iriartea,Iriartea_deltoidea
694,OG50,136,OG50-136,Burseraceae,Protium,Protium_ecuadorense
695,OG50,137,OG50-137,,OG50-137,OG50-137
696,OG50,138,OG50-138,Moraceae,Naucleopsis,Naucleopsis_ulei
697,OG50,139,OG50-139,Arecaceae,Iriartea,Iriartea_deltoidea
698,OG50,140,OG50-140,Nyctaginaceae,Neea,Neea_divaricata
699,OG50,141,OG50-141,Rutaceae,Hortia,Hortia_brasiliana
700,OG50,142,OG50-142,Urticaceae,Pourouma,Pourouma_guianensis
701,OG50,143,OG50-143,Malvaceae,Matisia,Matisia_longipes
702,OG50,144,OG50-144,Arecaceae,Wettinia,Wettinia_quinaria
703,OG50,145,OG50-145,Arecaceae,Wettinia,Wettinia_quinaria
704,OG50,146,OG50-146,Sapotaceae,Pouteria,Pouteria_caimito
705,OG50,147,OG50-147,Burseraceae,Protium,Protium_ecuadorense
706,OG50,148,OG50-148,Arecaceae,Iriartea,Iriartea_deltoidea
707,OG50,149,OG50-149,Myristicaceae,Virola,Virola_reidii
708,OG50,150,OG50-150,Lecythidaceae,Gustavia,Gustavia_hexapetala
709,OG50,151,OG50-151,Arecaceae,Iriartea,Iriartea_deltoidea
710,OG50,152,OG50-152,Myristicaceae,Otoba,Otoba_novogranatensis
711,OG50,153,OG50-153,Arecaceae,Wettinia,Wettinia_quinaria
712,OG50,154,OG50-154,Arecaceae,Iriartea,Iriartea_deltoidea
713,OG50,155,OG50-155,Lecythidaceae,Grias,Grias_peruviana
714,OG50,156,OG50-156,Myrtaceae,Eugenia,Eugenia_oerstediana
715,OG50,157,OG50-157,Arecaceae,Iriartea,Iriartea_deltoidea
716,OG50,158,OG50-158,Malvaceae,Apeiba,Apeiba_membranacea
717,OG50,159,OG50-159,Arecaceae,Wettinia,Wettinia_quinaria
718,OG50,160,OG50-160,Violaceae,Fusispermum,Fusispermum_minutiflorum
719,OG50,161,OG50-161,Myristicaceae,Otoba,Otoba_gracilipes
720,OG50,162,OG50-162,Malvaceae,Quararibea,Quararibea_grandifolia
721,OG50,163,OG50-163,Fabaceae,Inga,Inga_spectabilis
722,OG50,164,OG50-164,Rubiaceae,Alibertia,Alibertia_patinoi
723,OG50,165,OG50-165,Myristicaceae,Otoba,Otoba_novogranatensis
724,OG50,166,OG50-166,Malvaceae,Quararibea,Quararibea_caldasiana
725,OG50,167,OG50-167,Arecaceae,Wettinia,Wettinia_quinaria
726,OG50,168,OG50-168,Myristicaceae,Otoba,Otoba_novogranatensis
727,OG50,169,OG50-169,Lecythidaceae,Gustavia,Gustavia_serrata
728,OG50,170,OG50-170,Arecaceae,Iriartea,Iriartea_deltoidea
729,OG50,171,OG50-171,Arecaceae,Iriartea,Iriartea_deltoidea
730,OG50,172,OG50-172,Erythropalaceae,Heisteria,Heisteria_pacifica
731,OG50,173,OG50-173,Salicaceae,Casearia,Casearia_mariquitensis
