Secuencia,Plot,Number,Code,Family,Genus,Species
5791,PR31,117,PR31-117,Euphorbiaceae,Conceveiba,Conceveiba_martiana
5792,PR31,118,PR31-118,Meliaceae,Guarea,Guarea_kunthiana
5793,PR31,119,PR31-119,Simaroubaceae,Simarouba,Simarouba_amara
5794,PR31,120,PR31-120,Simaroubaceae,Simarouba,Simarouba_amara
5795,PR31,121,PR31-121,Simaroubaceae,Simarouba,Simarouba_amara
5796,PR31,122,PR31-122,Lauraceae,Ocotea,Ocotea_sp.5
5797,PR31,123,PR31-123,Melastomataceae,Miconia,Miconia_multiplicata
5798,PR31,124,PR31-124,Simaroubaceae,Simarouba,Simarouba_amara
5799,PR31,125,PR31-125,Malvaceae,Matisia,Matisia_cordata
5800,PR31,126,PR31-126,Melastomataceae,Miconia,Miconia_multiplicata
5801,PR31,127,PR31-127,Melastomataceae,Miconia,Miconia_conocuatrecasii
5802,PR31,128,PR31-128,Staphyleaceae,Turpinia,Turpinia_occidentalis
5803,PR31,129,PR31-129,Melastomataceae,Miconia,Miconia_conocuatrecasii
5804,PR31,130,PR31-130,Burseraceae,Protium,Protium_ecuadorense
5805,PR31,131,PR31-131,Myristicaceae,Compsoneura,Compsoneura_atopa
5806,PR31,132,PR31-132,Moraceae,Ficus,Ficus_macbridei
5807,PR31,133,PR31-133,Salicaceae,Banara,Banara_riparia
5808,CR14,1,CR14-1,Elaeocarpaceae,Sloanea,Sloanea_guianensis
5809,CR14,2,CR14-2,Fabaceae,Abarema,Abarema_racemiflora
5810,CR14,3,CR14-3,Euphorbiaceae,Sapium,Sapium_glandulosum
5811,CR14,4,CR14-4,Burseraceae,Dacryodes,Dacryodes_cupularis
5812,CR14,5,CR14-5,Urticaceae,Cecropia,Cecropia_insignis
5813,CR14,6,CR14-6,Rutaceae,Zanthoxylum,Zanthoxylum_riedelianum
5814,CR14,7,CR14-7,Melastomataceae,Miconia,Miconia_conocuatrecasii
5815,CR14,8,CR14-8,Urticaceae,Cecropia,Cecropia_garciae
5816,CR14,9,CR14-9,Staphyleaceae,Turpinia,Turpinia_occidentalis
5817,CR14,10,CR14-10,Lamiaceae,Vitex,Vitex_cymosa
5818,CR14,11,CR14-11,Euphorbiaceae,Conceveiba,Conceveiba_martiana
5819,CR14,12,CR14-12,Fabaceae,Inga,Inga_leptocarpa
5820,CR14,13,CR14-13,Staphyleaceae,Turpinia,Turpinia_occidentalis
5821,CR14,14,CR14-14,NA,NA,NA
5822,CR14,15,CR14-15,Euphorbiaceae,Conceveiba,Conceveiba_martiana
5823,CR14,16,CR14-16,Meliaceae,Guarea,Guarea_kunthiana
5824,CR14,17,CR14-17,Coardiaceae,Cordia,Cordia_bicolor
5825,CR14,18,CR14-18,Fabaceae,Inga,Inga_hayesii
5826,CR14,19,CR14-19,Salicaceae,Casearia,Casearia_mariquitensis
5827,CR14,20,CR14-20,Apocynaceae,Tabernaemontana,Tabernaemontana_amygdalifolia
5828,CR14,21,CR14-21,Rutaceae,Hortia,Hortia_brasiliana
5829,CR14,22,CR14-22,Annonaceae,Guatteria,Guatteria_pittieri
5830,CR14,23,CR14-23,Fabaceae,Inga,Inga_chocoensis
5831,CR14,24,CR14-24,Moraceae,Ficus,Ficus_maxima
5832,CR14,25,CR14-25,Elaeocarpaceae,Sloanea,Sloanea_guianensis
5833,CR14,26,CR14-26,Apocynaceae,Tabernaemontana,Tabernaemontana_amygdalifolia
5834,CR14,27,CR14-27,Lamiaceae,Vitex,Vitex_cooperi
5835,CR14,28,CR14-28,Moraceae,Croton,Croton_tessmannii
5836,CR14,29,CR14-29,Staphyleaceae,Turpinia,Turpinia_occidentalis
5837,CR14,30,CR14-30,Fabaceae,Vatairea,Vatairea_erythrocarpa
5838,CR14,31,CR14-31,Staphyleaceae,Turpinia,Turpinia_occidentalis
5839,CR14,32,CR14-32,Annonaceae,Guatteria,Guatteria_pittieri
5840,CR14,33,CR14-33,Melastomataceae,Miconia,Miconia_conocuatrecasii
5841,CR14,34,CR14-34,Myristicaceae,Otoba,Otoba_novogranatensis
5842,CR14,35,CR14-35,Myristicaceae,Otoba,Otoba_novogranatensis
5843,CR14,36,CR14-36,Rutaceae,Zanthoxylum,Zanthoxylum_riedelianum
5844,CR14,37,CR14-37,NA,NA,NA
5845,CR14,38,CR14-38,Lauraceae,Nectandra,Nectandra_acutifolia
5846,CR14,39,CR14-39,Fabaceae,Bauhinia,Bauhinia_pichinchensis
5847,CR14,40,CR14-40,Annonaceae,Guatteria,Guatteria_pittieri
5848,CR14,41,CR14-41,Fabaceae,Inga,Inga_silanchensis
5849,CR14,42,CR14-42,Asteraceae,Piptocoma,Piptocoma_discolor
5850,CR14,43,CR14-43,Salicaceae,Hasseltia,Hasseltia_floribunda
5851,CR14,44,CR14-44,Lecythidaceae,Grias,Grias_peruviana
5852,CR14,45,CR14-45,Salicaceae,Casearia,Casearia_mariquitensis
5853,CR14,46,CR14-46,Rubiaceae,Pentagonia,Pentagonia_grandiflora
5854,CR14,47,CR14-47,Fabaceae,Bauhinia,Bauhinia_pichinchensis
5855,CR14,48,CR14-48,Moraceae,Perebea,Perebea_xanthochyma
5856,CR14,49,CR14-49,Sapindaceae,Billia,Billia_columbiana
5857,CR14,50,CR14-50,Fabaceae,Inga,Inga_chocoensis
5858,CR14,51,CR14-51,Myristicaceae,Otoba,Otoba_novogranatensis
5859,CR14,52,CR14-52,Apocynaceae,Tabernaemontana,Tabernaemontana_amygdalifolia
5860,CR14,53,CR14-53,Salicaceae,Pleuranthodendron,Pleuranthodendron_lindenii
5861,CR14,54,CR14-54,Euphorbiaceae,Mabea,Mabea_occidentalis
5862,CR14,55,CR14-55,Moraceae,Ficus,Ficus_brevibracteata
5863,CR14,56,CR14-56,Malvaceae,Matisia,Matisia_castano
5864,CR14,57,CR14-57,Fabaceae,Inga,Inga_pezizifera
5865,CR14,58,CR14-58,Fabaceae,Inga,Inga_oerstediana
5866,CR14,59,CR14-59,Urticaceae,Pourouma,Pourouma_guianensis
5867,CR14,60,CR14-60,Malvaceae,Sterculia,Sterculia_colombiana
5868,CR14,61,CR14-61,Staphyleaceae,Turpinia,Turpinia_occidentalis
5869,CR14,62,CR14-62,Salicaceae,Casearia,Casearia_arborea
5870,CR14,63,CR14-63,Staphyleaceae,Turpinia,Turpinia_occidentalis
5871,CR14,64,CR14-64,Malvaceae,Apeiba,Apeiba_membranacea
5872,CR14,65,CR14-65,Rubiaceae,Palicourea,Palicourea_allenii
5873,CR14,66,CR14-66,Staphyleaceae,Turpinia,Turpinia_occidentalis
5874,CR14,67,CR14-67,Malvaceae,Apeiba,Apeiba_membranacea
5875,CR14,68,CR14-68,Arecaceae,Wettinia,Wettinia_quinaria
5876,CR14,69,CR14-69,Euphorbiaceae,Tetrorchidium,Tetrorchidium_andinum
5877,CR14,70,CR14-70,Malvaceae,Apeiba,Apeiba_membranacea
5878,CR14,71,CR14-71,Malvaceae,Apeiba,Apeiba_membranacea
5879,CR14,72,CR14-72,Fabaceae,Inga,Inga_hayesii
5880,CR14,73,CR14-73,Rutaceae,Zanthoxylum,Zanthoxylum_riedelianum
5881,CR14,74,CR14-74,Urticaceae,Cecropia,Cecropia_hispidissima
5882,CR14,75,CR14-75,Cordiaceae,Cordia,Cordia_mexiana
5883,CR14,76,CR14-76,Myristicaceae,Otoba,Otoba_novogranatensis
5884,CR14,77,CR14-77,Moraceae,Brosimum,Brosimum_utile
5885,CR14,78,CR14-78,Euphorbiaceae,Mabea,Mabea_occidentalis
5886,CR14,79,CR14-79,Cordiaceae,Cordia,Cordia_mexiana
5887,CR14,80,CR14-80,Malpighiaceae,Byrsonima,Byrsonima_putumayensis
5888,CR14,81,CR14-81,Myristicaceae,Otoba,Otoba_novogranatensis
5889,CR14,82,CR14-82,Euphorbiaceae,Croton,Croton_lechleri
5890,CR14,83,CR14-83,Moraceae,Ficus,Ficus_carchiana
5891,CR14,84,CR14-84,Urticaceae,Cecropia,Cecropia_garciae
5892,CR14,85,CR14-85,Staphyleaceae,Turpinia,Turpinia_occidentalis
5893,CR14,86,CR14-86,Apocynaceae,Tabernaemontana,Tabernaemontana_amygdalifolia
5894,CR14,87,CR14-87,Melastomataceae,Miconia,Miconia_sp.2
5895,CR14,88,CR14-88,Melastomataceae,Miconia,Miconia_conocuatrecasii
5896,CR14,89,CR14-89,Malvaceae,Apeiba,Apeiba_membranacea
5897,CR14,90,CR14-90,Staphyleaceae,Turpinia,Turpinia_occidentalis
5898,CR14,91,CR14-91,Myristicaceae,Otoba,Otoba_novogranatensis
5899,CR14,92,CR14-92,Melastomataceae,Miconia,Miconia_conocuatrecasii
5900,CR14,93,CR14-93,Rutaceae,Vitex,Vitex_cooperi
5901,CR14,94,CR14-94,Staphyleaceae,Turpinia,Turpinia_occidentalis
5902,CR14,95,CR14-95,Salicaceae,Casearia,Casearia_arborea
5903,CR14,96,CR14-96,Staphyleaceae,Turpinia,Turpinia_occidentalis
5904,CR14,97,CR14-97,Phyllanthaceae,Margaritaria,Margaritaria_nobilis
5905,CR14,98,CR14-98,Rubiaceae,Palicourea,Palicourea_chimboracensis
5906,CR14,99,CR14-99,Staphyleaceae,Turpinia,Turpinia_occidentalis
5907,CR14,100,CR14-100,Fabaceae,Inga,Inga_chocoensis
5908,CR14,101,CR14-101,Rutaceae,Zanthoxylum,Zanthoxylum_riedelianum
5909,CR14,102,CR14-102,Phyllanthaceae,Margaritaria,Margaritaria_nobilis
5910,CR14,103,CR14-103,Lauraceae,Nectandra,Nectandra_hihua
5911,CR14,104,CR14-104,Staphyleaceae,Turpinia,Turpinia_occidentalis
5912,CR14,105,CR14-105,Euphorbiaceae,Conceveiba,Conceveiba_martiana
5913,CR14,106,CR14-106,Urticaceae,Cecropia,Cecropia_garciae
5914,CR14,107,CR14-107,Myristicaceae,Otoba,Otoba_novogranatensis
5915,CR14,107b,CR14-107b,Salicaceae,Casearia,Casearia_arborea
5916,CR14,108,CR14-108,Staphyleaceae,Turpinia,Turpinia_occidentalis
5917,CR14,109,CR14-109,Fabaceae,Inga,Inga_'tres_pares_sin_ala'
5918,CR14,110,CR14-110,Staphyleaceae,Turpinia,Turpinia_occidentalis
5919,CR14,111,CR14-111,Phyllanthaceae,Margaritaria,Margaritaria_nobilis
5920,CR14,112,CR14-112,Phyllanthaceae,Margaritaria,Margaritaria_nobilis
5921,CR14,113,CR14-113,Urticaceae,Cecropia,Cecropia_garciae
5922,CR14,114,CR14-114,Arecaceae,Wettinia,Wettinia_quinaria
5923,CR14,115,CR14-115,Rutaceae,Hortia,Hortia_brasiliana
5924,CR14,116,CR14-116,Urticaceae,Cecropia,Cecropia_garciae
5925,CR14,117,CR14-117,Staphyleaceae,Turpinia,Turpinia_occidentalis
5926,CR14,118,CR14-118,Burseraceae,Protium,Protium_ecuadorense
5927,CR14,119,CR14-119,Fabaceae,Inga,Inga_pezizifera
5928,CR14,120,CR14-120,Fabaceae,Inga,Inga_ruiziana
5929,CR14,121,CR14-121,Apocynaceae,Tabernaemontana,Tabernaemontana_amygdalifolia
5930,CR14,122,CR14-122,Rutaceae,Hortia,Hortia_brasiliana
5931,CR14,123,CR14-123,Fabaceae,Inga,Inga_oerstediana
5932,CR14,124,CR14-124,Rubiaceae,Faramea,Faramea_langlassei
5933,CR14,125,CR14-125,Staphyleaceae,Turpinia,Turpinia_occidentalis
5934,CR14,126,CR14-126,Burseraceae,Protium,Protium_ecuadorense
5935,CR14,127,CR14-127,Cordiaceae,Cordia,Cordia_lucidula
5936,CR14,128,CR14-128,Salicaceae,Casearia,Casearia_arborea
5937,CR14,129,CR14-129,Moraceae,Perebea,Perebea_xanthochyma
5938,CR14,130,CR14-130,Melastomataceae,Miconia,Miconia_conocuatrecasii
5939,CR14,131,CR14-131,Melastomataceae,Miconia,Miconia_conocuatrecasii
5940,CR14,132,CR14-132,Burseraceae,Protium,Protium_ecuadorense
5941,CR14,133,CR14-133,Urticaceae,Cecropia,Cecropia_insignis
5942,CR14,134,CR14-134,Malvaceae,Apeiba,Apeiba_membranacea
5943,CR14,135,CR14-135,Erythroxylaceae,Erythroxylum,Erythroxylum_squamatum
5944,CR14,136,CR14-136,Hernandiaceae,Hernandia,Hernandia_didymantha
5945,CR14,137,CR14-137,Malvaceae,Apeiba,Apeiba_membranacea
5946,CR14,138,CR14-138,Malvaceae,Matisia,Matisia_castano
5947,CR14,139,CR14-139,Malvaceae,Quararibea,Quararibea_casasecae
5948,CR14,140,CR14-140,Malvaceae,Quararibea,Quararibea_casasecae
5949,CR14,141,CR14-141,Malvaceae,Quararibea,Quararibea_grandifolia
5950,CR14,142,CR14-142,Elaeocarpaceae,Sloanea,Sloanea_guianensis
5951,CR14,143,CR14-143,Salicaceae,Casearia,Casearia_arborea
5952,CR14,144,CR14-144,Arecaceae,Bactris,Bactris_setulosa
5953,CR14,145,CR14-145,Malvaceae,Quararibea,Quararibea_grandifolia
5954,CR14,146,CR14-146,Myristicaceae,Otoba,Otoba_novogranatensis
5955,CR14,147,CR14-147,Moraceae,Perebea,Perebea_xanthochyma
5956,CR14,148,CR14-148,Salicaceae,Banara,Banara_guianensis
5957,CR14,149,CR14-149,Euphorbiaceae,Sapium,Sapium_glandulosum
5958,CR14,150,CR14-150,Rubiaceae,Palicourea,Palicourea_paratinctoria
5959,CR14,151,CR14-151,Myristicaceae,Otoba,Otoba_novogranatensis
5960,CR14,152,CR14-152,Fabaceae,Bauhinia,Bauhinia_pichinchensis
5961,CR14,153,CR14-153,Urticaceae,Cecropia,Cecropia_garciae
5962,CR14,154,CR14-154,Staphyleaceae,Turpinia,Turpinia_occidentalis
5963,CR14,155,CR14-155,Fabaceae,Swartzia,Swartzia_haughtii
5964,CR14,156,CR14-156,Urticaceae,Cecropia,Cecropia_insignis
5965,CR14,157,CR14-157,Urticaceae,Cecropia,Cecropia_garciae
5966,CR14,158,CR14-158,Salicaceae,Casearia,Casearia_arborea
5967,CR14,159,CR14-159,NA,NA,NA
5968,CR14,160,CR14-160,Malvaceae,Apeiba,Apeiba_membranacea
5969,CR14,161,CR14-161,Salicaceae,Casearia,Casearia_arborea
5970,CR14,162,CR14-162,Staphyleaceae,Turpinia,Turpinia_occidentalis
5971,CR14,163,CR14-163,Urticaceae,Cecropia,Cecropia_garciae
5972,CR14,164,CR14-164,Malvaceae,Apeiba,Apeiba_membranacea
5973,CR14,165,CR14-165,Rutaceae,Vitex,Vitex_cooperi
5974,CR14,166,CR14-166,Moraceae,Clarisia,Clarisia_biflora
5975,CR14,167,CR14-167,Melastomataceae,Miconia,Miconia_conocuatrecasii
5976,CR14,168,CR14-168,Moraceae,Ficus,Ficus_brevibracteata
5977,CR14,169,CR14-169,Euphorbiaceae,Sapium,Sapium_laurifolium
5978,CR14,170,CR14-170,Urticaceae,Cecropia,Cecropia_garciae
5979,CR14,171,CR14-171,NA,NA,NA
5980,CR14,172,CR14-172,Urticaceae,Cecropia,Cecropia_garciae
5981,CR14,173,CR14-173,Staphyleaceae,Turpinia,Turpinia_occidentalis
5982,CR14,174,CR14-174,Salicaceae,Casearia,Casearia_mariquitensis
5983,CR14,175,CR14-175,Moraceae,Naucleopsis,Naucleopsis_ulei
5984,CR14,176,CR14-176,Annonaceae,Guatteria,Guatteria_pittieri
5985,CR14,177,CR14-177,Rutaceae,Vitex,Vitex_cooperi
5986,CR14,178,CR14-178,Malvaceae,Apeiba,Apeiba_membranacea
5987,CR14,179,CR14-179,Salicaceae,Casearia,Casearia_arborea
5988,CR14,180,CR14-180,Malvaceae,Apeiba,Apeiba_membranacea
5989,CR14,181,CR14-181,Meliaceae,Carapa,Carapa_guianensis
5990,CR14,182,CR14-182,Melastomataceae,Miconia,Miconia_conocuatrecasii
5991,CR14,183,CR14-183,NA,NA,NA
5992,CR14,184,CR14-184,Myristicaceae,Otoba,Otoba_novogranatensis
5993,CR14,185,CR14-185,Staphyleaceae,Turpinia,Turpinia_occidentalis
5994,CR14,186,CR14-186,Rubiaceae,Palicourea,Palicourea_palenquensis
5995,CR14,187,CR14-187,Malvaceae,Apeiba,Apeiba_membranacea
5996,CR14,188,CR14-188,Fabaceae,Inga,Inga_chocoensis
5997,CR14,189,CR14-189,Salicaceae,Casearia,Casearia_arborea
5998,CR14,190,CR14-190,Burseraceae,Protium,Protium_ecuadorense
5999,CR14,191,CR14-191,Fabaceae,Inga,Inga_'tres_pares_sin_ala'
6000,CR14,192,CR14-192,Euphorbiaceae,Tetrorchidium,Tetrorchidium_arboreum
6001,CR14,193,CR14-193,Staphyleaceae,Turpinia,Turpinia_occidentalis
6002,CR14,194,CR14-194,Rubiaceae,Palicourea,Palicourea_palenquensis
6003,CR14,195,CR14-195,Malvaceae,Apeiba,Apeiba_membranacea
6004,CR14,196,CR14-196,Fabaceae,Inga,Inga_coruscans
6005,CR14,197,CR14-197,Phyllanthaceae,Margaritaria,Margaritaria_nobilis
6006,CR14,198,CR14-198,Salicaceae,Casearia,Casearia_arborea
6007,CR14,199,CR14-199,Phyllanthaceae,Margaritaria,Margaritaria_nobilis
6008,CR14,200,CR14-200,Melastomataceae,Miconia,Miconia_conocuatrecasii
6009,PR34,1,PR34-1,Arecaceae,Wettinia,Wettinia_quinaria
6010,PR34,2,PR34-2,Actinidiaceae,Saurauia,Saurauia_herthae
6011,PR34,3,PR34-3,Arecaceae,Wettinia,Wettinia_quinaria
6012,PR34,4,PR34-4,Actinidiaceae,Saurauia,Saurauia_herthae
6013,PR34,5,PR34-5,Actinidiaceae,Saurauia,Saurauia_herthae
6014,PR34,6,PR34-6,Urticaceae,Cecropia,Cecropia_hispidissima
6015,PR34,7,PR34-7,Arecaceae,Wettinia,Wettinia_quinaria
6016,PR34,8,PR34-8,Salicaceae,Casearia,Casearia_cajambrensis
6017,PR34,9,PR34-9,Moraceae,Ficus,Ficus_brevibracteata
6018,PR34,10,PR34-10,Clusiaceae,Chrysochlamys,Chrysochlamys_dependens
6019,PR34,11,PR34-11,Arecaceae,Wettinia,Wettinia_quinaria
6020,PR34,12,PR34-12,Malvaceae,Apeiba,Apeiba_membranacea
6021,PR34,13,PR34-13,Melastomataceae,Miconia,Miconia_conocuatrecasii
6022,PR34,14,PR34-14,Malvaceae,Apeiba,Apeiba_membranacea
6023,PR34,15,PR34-15,Arecaceae,Wettinia,Wettinia_quinaria
6024,PR34,16,PR34-16,Myrtaceae,Eugenia,Eugenia_multirimosa
6025,PR34,17,PR34-17,Caricaceae,Jacaratia,Jacaratia_spinosa
6026,PR34,18,PR34-18,Rubiaceae,Palicourea,Palicourea_paratinctoria
6027,PR34,19,PR34-19,Arecaceae,Wettinia,Wettinia_quinaria
6028,PR34,20,PR34-20,Urticaceae,Cecropia,Cecropia_hispidissima
6029,PR34,21,PR34-21,Rubiaceae,Palicourea,Palicourea_paratinctoria
6030,PR34,22,PR34-22,Burseraceae,Protium,Protium_ecuadorense
6031,PR34,23,PR34-23,Arecaceae,Wettinia,Wettinia_quinaria
6032,PR34,24,PR34-24,Salicaceae,Casearia,Casearia_cajambrensis
6033,PR34,25,PR34-25,Moraceae,Ficus,Ficus_maxima
6034,PR34,26,PR34-26,Annonaceae,Guatteria,Guatteria_pittieri
6035,PR34,27,PR34-27,Moraceae,Ficus,Ficus_PR34-27
6036,PR34,28,PR34-28,Arecaceae,Wettinia,Wettinia_quinaria
6037,PR34,29,PR34-29,Lauraceae,Ocotea,Ocotea_floribunda
6038,PR34,30,PR34-30,NA,NA,NA
6039,PR34,31,PR34-31,Moraceae,Perebea,Perebea_xanthochyma
6040,PR34,32,PR34-32,Arecaceae,Wettinia,Wettinia_quinaria
6041,PR34,33,PR34-33,Salicaceae,Casearia,Casearia_cajambrensis
6042,PR34,34,PR34-34,Sapotaceae,Pouteria,Pouteria_guianensis
6043,PR34,35,PR34-35,Arecaceae,Socratea,Socratea_exorrhiza
6044,PR34,36,PR34-36,Arecaceae,Wettinia,Wettinia_quinaria
6045,PR34,37,PR34-37,Fabaceae,Inga,Inga_leiocalycina
6046,PR34,38,PR34-38,Lauraceae,Ocotea,Ocotea_floribunda
6047,PR34,39,PR34-39,NA,NA,NA
6048,PR34,40,PR34-40,Sapindaceae,Matayba,Matayba_sp.2
6049,PR34,41,PR34-41,Rubiaceae,Palicourea,Palicourea_palenquensis
6050,PR34,42,PR34-42,Euphorbiaceae,Sapium,Sapium_marmieri
6051,PR34,43,PR34-43,Lecythidaceae,Eschweilera,Eschweilera_caudiculata
6052,PR34,44,PR34-44,Fabaceae,Inga,Inga_silanchensis
6053,PR34,45,PR34-45,Moraceae,Perebea,Perebea_xanthochyma
6054,PR34,46,PR34-46,Malvaceae,Apeiba,Apeiba_membranacea
6055,PR34,47,PR34-47,Moraceae,Ficus,Ficus_brevibracteata
6056,PR34,48,PR34-48,Rutaceae,Zanthoxylum,Zanthoxylum_riedelianum
6057,PR34,49,PR34-49,Rubiaceae,Palicourea,Palicourea_paratinctoria
6058,PR34,50,PR34-50,Euphorbiaceae,Sapium,Sapium_laurifolium
6059,PR34,51,PR34-51,Polygonaceae,Coccoloba,Coccoloba_obovata
6060,PR34,52,PR34-52,Lauraceae,Endlicheria,Endlicheria_browniana
6061,PR34,53,PR34-53,Malvaceae,Quararibea,Quararibea_casasecae
6062,PR34,54,PR34-54,Moraceae,Ficus,Ficus_maxima
6063,PR34,55,PR34-55,Myrtaceae,Eugenia,Eugenia_multirimosa
6064,PR34,56,PR34-56,Meliaceae,Carapa,Carapa_guianensis
6065,PR34,57,PR34-57,Fabaceae,Dussia,Dussia_lehmannii
6066,PR34,58,PR34-58,Malvaceae,Matisia,Matisia_cordata
6067,PR34,59,PR34-59,Malvaceae,Quararibea,Quararibea_grandifolia
6068,PR34,60,PR34-60,Moraceae,Ficus,Ficus_brevibracteata
6069,PR34,61,PR34-61,Moraceae,Ficus,Ficus_brevibracteata
6070,PR34,62,PR34-62,Meliaceae,Trichilia,Trichilia_floribunda
6071,PR34,63,PR34-63,Sapindaceae,Billia,Billia_columbiana
6072,PR34,64,PR34-64,Lauraceae,Ocotea,Ocotea_floribunda
6073,PR34,65,PR34-65,Arecaceae,Wettinia,Wettinia_quinaria
6074,PR34,66,PR34-66,Rubiaceae,Palicourea,Palicourea_paratinctoria
6075,PR34,67,PR34-67,Urticaceae,Cecropia,Cecropia_garciae
6076,PR34,68,PR34-68,Arecaceae,Wettinia,Wettinia_quinaria
6077,PR34,69,PR34-69,Melastomataceae,Miconia,Miconia_brevitheca
6078,PR34,70,PR34-70,Melastomataceae,Miconia,Miconia_brevitheca
6079,PR34,71,PR34-71,Melastomataceae,Miconia,Miconia_brevitheca
6080,PR34,72,PR34-72,Lauraceae,Ocotea,Ocotea_floribunda
6081,PR34,73,PR34-73,Fabaceae,Inga,Inga_oerstediana
6082,PR34,74,PR34-74,Arecaceae,Socratea,Socratea_exorrhiza
6083,PR34,75,PR34-75,Arecaceae,Socratea,Socratea_exorrhiza
6084,PR34,76,PR34-76,Staphyleaceae,Turpinia,Turpinia_occidentalis
6085,PR34,77,PR34-77,Annonaceae,Annona,Annona_papilionella
6086,PR34,78,PR34-78,Arecaceae,Socratea,Socratea_exorrhiza
6087,PR34,79,PR34-79,Arecaceae,Socratea,Socratea_exorrhiza
6088,PR34,80,PR34-80,Myrtaceae,Eugenia,Eugenia_multirimosa
6089,PR34,81,PR34-81,Coardiaceae,Cordia,Cordia_bicolor
6090,PR34,82,PR34-82,Arecaceae,Wettinia,Wettinia_quinaria
6091,PR34,83,PR34-83,NA,NA,NA
6092,PR34,84,PR34-84,Malvaceae,Apeiba,Apeiba_membranacea
6093,PR34,85,PR34-85,Arecaceae,Socratea,Socratea_exorrhiza
6094,PR34,86,PR34-86,Burseraceae,Protium,Protium_ecuadorense
6095,PR34,87,PR34-87,Coardiaceae,Cordia,Cordia_bicolor
6096,PR34,88,PR34-88,Melastomataceae,Miconia,Miconia_conocentronioides
6097,PR34,89,PR34-89,Lecythidaceae,Eschweilera,Eschweilera_caudiculata
6098,PR34,90,PR34-90,Fabaceae,Inga,Inga_leptocarpa
6099,PR34,91,PR34-91,Annonaceae,Guatteria,Guatteria_pittieri
6100,PR34,92,PR34-92,Euphorbiaceae,Sapium,Sapium_glandulosum
6101,PR34,93,PR34-93,Arecaceae,Wettinia,Wettinia_quinaria
6102,PR34,94,PR34-94,Fabaceae,Inga,Inga_silanchensis
6103,PR34,95,PR34-95,Araliaceae,Dendropanax,Dendropanax_macrophyllum
6104,PR34,96,PR34-96,Malvaceae,Matisia,Matisia_castano
6105,PR34,97,PR34-97,Cordiaceae,Cordia,Cordia_lucidula
6106,PR34,98,PR34-98,Sapotaceae,Pouteria,Pouteria_capacifolia
6107,PR34,99,PR34-99,Araliaceae,Dendropanax,Dendropanax_macrophyllum
6108,PR34,100,PR34-100,Arecaceae,Wettinia,Wettinia_quinaria
6109,PR34,101,PR34-101,Arecaceae,Wettinia,Wettinia_quinaria
6110,PR34,102,PR34-102,Arecaceae,Wettinia,Wettinia_quinaria
6111,PR34,103,PR34-103,Fabaceae,Inga,Inga_silanchensis
6112,PR34,104,PR34-104,Arecaceae,Wettinia,Wettinia_quinaria
6113,PR34,105,PR34-105,Lauraceae,Pleurothyrium,Pleurothyrium_sp.1
6114,PR34,106,PR34-106,Rubiaceae,Hippotis,Hippotis_stellata
6115,PR34,107,PR34-107,Rutaceae,Zanthoxylum,Zanthoxylum_riedelianum
6116,PR34,108,PR34-108,Rubiaceae,Pentagonia,Pentagonia_grandiflora
6117,PR34,109,PR34-109,Malvaceae,Apeiba,Apeiba_membranacea
6118,PR34,110,PR34-110,Arecaceae,Wettinia,Wettinia_quinaria
6119,PR34,111,PR34-111,Polygonaceae,Coccoloba,Coccoloba_obovata
6120,PR34,112,PR34-112,Rubiaceae,Pentagonia,Pentagonia_grandiflora
6121,PR34,113,PR34-113,Arecaceae,Wettinia,Wettinia_quinaria
6122,PR34,114,PR34-114,Caricaceae,Jacaratia,Jacaratia_spinosa
6123,PR34,115,PR34-115,Malvaceae,Apeiba,Apeiba_membranacea
6124,PR34,116,PR34-116,Rubiaceae,Palicourea,Palicourea_paratinctoria
6125,PR34,117,PR34-117,Malvaceae,Apeiba,Apeiba_membranacea
6126,PR34,118,PR34-118,Rubiaceae,Pentagonia,Pentagonia_grandiflora
6127,PR34,119,PR34-119,Arecaceae,Wettinia,Wettinia_quinaria
6128,PR34,120,PR34-120,Euphorbiaceae,Sapium,Sapium_laurifolium
6129,PR34,121,PR34-121,Urticaceae,Cecropia,Cecropia_insignis
6130,PR34,122,PR34-122,Urticaceae,Cecropia,Cecropia_hispidissima
6131,PR34,123,PR34-123,Moraceae,Naucleopsis,Naucleopsis_naga
6132,PR34,124,PR34-124,Myristicaceae,Virola,Virola_pavonis
6133,PR34,125,PR34-125,Urticaceae,Cecropia,Cecropia_hispidissima
6134,PR34,126,PR34-126,Annonaceae,Annona,Annona_papilionella
6135,PR34,127,PR34-127,Cyatheaceae,Cyathea,Cyathea_sp.1
6136,PR34,128,PR34-128,NA,NA,NA
6137,PR34,129,PR34-129,Rubiaceae,Palicourea,Palicourea_paratinctoria
6138,PR34,130,PR34-130,Malvaceae,Apeiba,Apeiba_membranacea
6139,PR34,131,PR34-131,Moraceae,Ficus,Ficus_maxima
6140,PR34,132,PR34-132,Lauraceae,Ocotea,Ocotea_floribunda
6141,PR34,133,PR34-133,Araliaceae,Dendropanax,Dendropanax_macrophyllum
6142,PR34,134,PR34-134,Arecaceae,Wettinia,Wettinia_quinaria
6143,PR34,135,PR34-135,Arecaceae,Wettinia,Wettinia_quinaria
6144,PR34,136,PR34-136,Violaceae,Fusispermum,Fusispermum_minutiflorum
6145,PR34,137,PR34-137,Arecaceae,Wettinia,Wettinia_quinaria
