Plot,Number,Stem,Circumference,Height
CR05,108,,46.3,16.9
CR05,109,,38.5,10.4
CR05,110,,35.1,6.9
CR05,111,,27.6,6.5
CR05,112,,39.1,7.2
CR05,112,A,39.4,7.1
CR05,113,,38.6,6.2
CR05,114,,26.4,2.1
CR05,115,,30.2,4.9
CR05,115,A,27.1,6.2
CR05,116,,39.9,3.5
CR05,116,A,40.1,6.9
CR05,117,,56.6,4.8
CR05,117,A,34.3,12.3
CR05,118,,60.6,4.7
CR05,119,,49.1,3.7
CR05,120,,34.2,4.1
CR05,120,A,27.1,23.3
CR05,121,,137.6,2.9
CR05,122,,39.1,3.1
CR05,122,A,33.3,2.5
CR05,122,B,29.2,5.1
CR05,123,,86.7,18.9
CR05,124,,47.1,14.3
CR05,125,,42.2,3.1
CR05,126,,58.4,14.8
CR05,127,,56.4,15.6
CR05,128,,29.1,5.8
CR05,129,,61.4,17.6
CR05,130,,27.1,5.4
CR05,131,,38.6,14.4
CR05,132,,138.1,18.8
CR05,133,,43.2,16.6
CR05,134,,49,16.6
CR05,135,,36.2,8.4
CR05,136,,66.5,14.5
CR05,137,,40.7,6.1
CR05,138,,47.3,7.2
CR05,139,,49.1,4.6
CR05,14,,27.1,2.9
CR05,141,,60.4,17.3
CR05,142,,56.6,17.8
CR05,143,,69.2,12.9
CR05,144,,25.1,2.2
CR05,145,,36.4,3
CR05,145,A,33.1,3.9
CR05,146,,26.2,3.8
CR05,147,,27.3,2
CR05,147,A,28.1,3.5
CR05,148,,26.4,2.3
CR05,149,,27.1,1.9
CR05,150,,26.9,6.3
CR05,151,,62.1,8.2
CR05,152,,35.2,2.4
CR06,1,,49,11.8
CR06,2,,137,24.2
CR06,3,,49,13.7
CR06,4,,137,26.2
CR06,5,A,35,3.1
CR06,5,B,27,6.3
CR06,6,,27.5,9.6
CR06,7,A,35,6.1
CR06,7,B,30,4.9
CR06,7,C,25,5.7
CR06,8,,34,10
CR06,9,A,33,6.7
CR06,9,B,29,4.8
CR06,10,,105,24.8
CR06,11,,35,7.2
CR06,12,A,35,6.5
CR06,12,B,26,5.4
CR06,13,,61,
CR06,14,,34,7.2
CR06,15,,55,15.8
CR06,16,,30,4.3
CR06,17,A,37,8
CR06,17,B,37,4.5
CR06,18,,69,7.8
CR06,19,,35,5.4
CR06,20,,110,22
CR06,21,,44,12.5
CR06,22,,67,19.2
CR06,23,A,60,14.5
CR06,23,B,26,10.3
CR06,24,,36,11.8
CR06,25,,54,20.3
CR06,26,,51,21.5
CR06,27,,57,14.9
CR06,28,,57,12.2
CR06,29,,39,6.8
CR06,30,,32,6.3
CR06,31,,56,11.8
CR06,32,,48,19.1
CR06,33,,28,14.2
CR06,34,,40,6.7
CR06,35,,43,14.5
CR06,36,,39,12.2
CR06,37,,25,3.1
CR06,38,,55,18.2
CR06,39,,37,11.8
CR06,40,,38,4.9
CR06,41,,43,9.6
CR06,42,,125,20
CR06,43,,29,6.4
CR06,44,,33,8.2
CR06,45,,34,9.3
CR06,46,,75,16.7
CR06,47,,41,
CR06,48,,57,9.9
CR06,49,,55,6.8
CR06,50,,47,8.7
CR06,51,,31,7.3
CR06,52,,27,8.4
CR06,53,A,36,7
CR06,53,B,30,7
CR06,54,,28,6.1
CR06,55,,35,11.8
CR06,56,,34,9.4
CR06,57,,58,17.9
CR06,58,,40,13.4
CR06,59,,25,4.6
CR06,60,,47,10.1
CR06,61,,33,6.8
CR06,62,,46,17.7
CR06,63,,49,9.5
CR06,64,,40,16.6
CR06,65,,47,12.7
CR06,66,,64,15.3
CR06,67,,62,16.4
CR06,68,,26,8.3
CR06,69,,60,15.5
CR06,70,,32,6.2
CR06,71,,41,9.7
CR06,72,,47,14.4
CR06,73,,30,13.1
CR06,74,,90,24.7
CR06,75,B,25,6.1
CR06,75,B,25,4
CR06,76,,78,23.1
CR06,77,A,40,7.2
CR06,77,B,26,4.3
CR06,78,,31,5.2
CR06,79,A,33,8.2
CR06,79,B,28,5.3
CR06,80,,134,19.8
CR06,81,,36,8.7
CR06,82,A,47,6.7
CR06,82,B,42,7.2
CR06,82,C,26,6.5
CR06,83,,34,6.5
CR06,84,,28,11.1
CR06,85,,28.6,6.9
CR06,86,,40,8.2
CR06,87,A,31,7.8
CR06,87,B,32,7.8
CR06,88,,34,6
CR06,89,,27,3.1
CR06,90,,49,5.5
CR06,91,,32,5
CR06,92,,27,5.2
CR06,93,,46,8.1
CR06,94,,69,19.2
CR06,95,,30,6.8
CR06,96,,28,7.8
CR06,97,A,39,5.9
CR06,97,B,32,5.9
CR06,98,,25,6.7
CR06,99,,46,14.7
CR06,100,,44,7.4
CR06,101,,98,12.5
CR06,102,,37,3.7
CR06,103,,30,6.5
CR06,104,,34,6.9
CR06,105,,42,7.6
CR06,106,,35,5.1
CR06,107,,25,3.5
CR06,108,,172,29.1
CR06,109,,62,9.2
CR06,110,,25,7.4
CR06,111,,85,19.8
CR06,112,,60,16.4
CR06,113,,150,27.9
CR06,114,,80,22.9
CR06,115,A,27,2.5
CR06,115,B,30,6.3
CR06,116,,97,24.3
CR06,117,,106,25.8
CR06,118,A,92,15.7
CR06,118,B,58,15
CR06,118,C,36,14.8
CR06,118,D,34,8.7
CR06,119,,89,28.8
CR06,120,,130,25.4
CR06,121,,27,6.4
CR06,122,,32,5.4
CR06,123,,283,30.4
CR06,124,,68,14.4
CR06,125,,44,10.6
CR06,126,,33,9
CR06,127,A,44,8.7
CR06,127,B,38,10.3
CR06,128,,94,9.5
CR06,129,A,100,19
CR06,129,B,57,11.4
CR06,130,,25,5.2
CR06,131,,25,8.7
CR06,132,,26,8.7
CR06,133,,,
CR06,134,,,
CR06,135,,,
CR06,136,,105,22.5
CR06,137,,27.1,5.6
CR06,138,,106,28.5
CR06,139,,28,5.2
CR06,140,,26,5.2
CR06,141,,46,11.3
CR06,142,,71,20.7
CR06,143,,41,17.2
CR06,144,,45,11
CR06,145,,42,8.5
CR06,146,,69,15.6
CR06,147,,34,7.2
CR06,148,,47,12.1
CR06,149,,47,12.9
CR06,150,A,28,6.4
CR06,150,B,28,6.4
CR06,151,,47,11.6
CR06,152,,32,10.5
CR06,153,,35,11
CR06,154,,183,29.8
CR06,155,A,42,12.6
CR06,155,B,31,4.1
CR06,156,,27,9
CR06,157,,34,11.5
CR06,158,,27,12
CR06,159,,180,28.6
CR06,160,,120,28
CR06,161,,90,15.6
CR06,162,,48,11
CR06,163,,60,19
CR06,164,,31,3.4
CR06,165,,57,9
CR06,166,,30,6.8
CR06,167,,38,10.7
CR06,168,,62,14
CR06,169,,58,16.1
CR06,170,,25,9.5
CR06,171,,48,16.6
CR06,172,,32,13.2
CR06,173,,89,24.3
CR06,174,,48,14.4
CR06,175,,29,12.2
CR06,176,,33,12.8
CR06,177,,30,10.1
CR06,178,,121,31.4
CR06,179,,38,10.8
CR06,180,,104,20.5
CR06,181,,71,13.4
CR06,182,,52,15.9
CR06,183,,115,30.2
CR06,184,,26,14.2
CR06,185,,85,24.4
CR06,186,,28,10.7
CR06,187,,52,13
CR06,188,,34,9.6
CR06,189,,25,10.1
CR07,1,,55.2,17.2
CR07,2,,46,4.7
CR07,3,,87.1,15.1
CR07,4,,93.3,24.6
CR07,5,,36.5,6.7
CR07,6,,36.1,4.4
CR07,7,,37.8,3.1
CR07,8,,45.3,6.1
CR07,9,,114.5,8.3
CR07,10,,26.5,6.4
CR07,11,,30.1,6.9
CR07,12,,34.5,7.1
CR07,13,,43.1,5.3
CR07,14,,42.5,13.2
CR07,15,,25.5,5.7
CR07,16,,60.1,13.4
CR07,17,,48.2,10.5
CR07,18,,33.5,8.7
CR07,19,,36.2,10.9
CR07,20,,26.3,5.6
CR07,21,,37.3,10.4
CR07,22,,76.5,15.5
CR07,23,,27.3,3.9
CR07,24,,36.2,9.7
CR07,25,,34.1,5.4
CR07,26,,45.3,5.7
CR07,27,,25.1,5.1
CR07,28,,49.9,4.5
CR07,29,,27.2,6.7
CR07,30,,45.2,10.5
CR07,31,,30.1,10
CR07,32,A,92.7,29.5
CR07,32,B,72.3,17.9
CR07,33,,30.1,6.2
CR07,34,,36.2,7.5
CR07,35,,29.3,8.7
CR07,36,,27.5,5.4
CR07,37,,32.7,9.3
CR07,38,,25.1,7.9
CR07,39,,74.6,22.8
CR07,40,,25.4,2.5
CR07,41,,34.2,8.7
CR07,42,,56.7,15.9
CR07,43,,26.2,4.3
CR07,44,,52.5,14.8
CR07,45,A,69.5,18.3
CR07,45,B,50.3,12.4
CR07,46,,31.4,6.3
CR07,47,,36.1,9.7
CR07,48,A,34.5,4.6
CR07,48,B,29.7,3.2
CR07,49,,26.5,3.5
CR07,50,,27.4,5.1
CR07,51,,27.5,7.3
CR07,52,,39.3,6.7
CR07,53,,36.5,9.9
CR07,54,,25.1,8.4
CR07,55,,42.9,13.7
CR07,56,,27.8,2.5
CR07,57,,43.2,10.2
CR07,58,,40.3,13.7
CR07,59,,107.9,29.9
CR07,60,,35.1,12.3
CR07,61,,29.5,4.2
CR07,62,,41.4,2.7
CR07,63,,27.7,3.1
CR07,64,,92.2,12.5
CR07,65,,41.5,5.3
CR07,66,,47.2,6.4
CR07,67,,27.5,5.1
CR07,68,,244.9,29.8
CR07,69,A,29.7,4.9
CR07,69,B,27.5,4.8
CR07,70,,118.7,10.9
CR07,71,,42.7,10.7
CR07,72,,30.1,6.4
CR07,73,,30.3,3.2
CR07,74,,35.5,4.1
CR07,75,,38.3,3.5
CR07,76,,94.1,22.1
CR07,77,,25.2,2.9
CR07,78,,77.8,22.4
CR07,79,,50.2,13.2
CR07,80,,41.3,6.7
CR07,81,A,33,5.9
CR07,81,B,31,4.4
CR07,82,,28.5,9.2
CR07,83,,90.3,15.4
CR07,84,,70.5,18.1
CR07,85,A,30.3,5.2
CR07,85,B,25.5,3.4
CR07,86,,29.3,7.8
CR07,87,,27.5,2.7
CR07,88,,72.9,8.3
CR07,89,,70.7,22.7
CR07,90,,32.1,3.5
CR07,91,,46.3,15.9
CR07,92,,40.2,11.5
CR07,93,,36.4,4.7
CR07,94,,29.1,2.3
CR07,95,,61.4,13.9
CR07,96,,26.5,2.8
CR07,97,,48.1,13.1
CR07,98,,38.5,14.2
CR07,99,,82.7,20.4
CR07,100,,35.1,15.7
CR07,101,,82.3,15.9
CR07,102,,66.8,17.3
CR07,103,,142.9,28.8
CR07,104,,53.5,10.7
CR07,105,,28.6,5.3
CR07,106,,47.2,2.2
CR07,107,,53.7,25.4
CR07,108,,57.1,14.5
CR07,109,,33.7,8.7
CR07,110,,39.3,11.9
CR07,111,,39.3,11.5
CR07,112,,37.1,10.9
CR07,113,,64.1,13.4
CR07,114,,57.5,12.5
CR07,115,,29.3,7.8
CR07,116,,34.2,5.7
CR07,117,,33.7,5.1
CR07,118,,31.4,5.3
CR07,119,,29.3,6.4
CR07,120,,77.5,18.9
CR07,121,,66.2,17.2
CR07,122,,32.5,7.5
CR07,123,,26.7,5.1
CR07,124,,25.5,4.9
CR07,125,A,66.9,12.4
CR07,125,B,38.5,9.8
CR07,126,A,45.1,5.3
CR07,126,B,30.3,4.9
CR07,126,C,28.5,3.7
CR07,127,,49.6,5.4
CR07,128,,26.7,6.1
CR07,129,A,32.2,4.7
CR07,129,B,26.4,4.1
CR07,130,,27.5,5.7
CR07,131,,73.9,8.4
CR07,132,,31.5,5.9
CR07,133,,81.6,16.3
CR07,134,,82.2,27.7
CR07,135,,43.6,12.9
CR07,136,,28.4,3.5
CR07,137,,52.3,17.3
CR07,138,,32.9,10.2
CR07,139,,40.3,14.5
CR07,14,,32.4,5.1
CR07,141,,29.4,10.5
CR07,142,,29.3,8.7
CR07,143,,99.8,19.9
CR07,144,,87.3,20.4
CR07,145,A,34.1,7.2
CR07,145,B,32.6,5.4
CR07,146,,25.7,4.8
CR07,147,A,34.7,4.5
CR07,147,B,25.9,2.3
CR07,148,,30.2,7.7
CR07,149,,52.8,13.3
CR07,150,A,35.5,5.5
CR07,150,B,28.1,4.1
CR07,151,,26.2,2.1
CR07,152,,28.3,4.2
CR07,153,,28.1,8.3
CR07,154,A,31.2,5.2
CR07,154,B,29.3,4.7
CR07,155,A,38.1,6.5
CR07,155,B,32.1,4.7
CR07,156,,30.5,4.9
CR07,157,,31.2,6.7
CR07,158,,30.1,7.9
CR07,159,,29.2,7.5
CR07,160,,46.5,8.3
CR07,161,,29.3,9.4
CR07,162,,26.1,8.7
CR07,163,,39.2,6.3
CR07,164,,65.4,11.5
CR07,165,,35.5,14.3
CR07,166,,26.1,4.7
CR07,167,,91.5,17.9
CR07,168,A,30.1,5.7
CR07,168,B,28.7,4.5
CR07,169,,107.5,13.2
CR07,170,,37.1,11.8
CR07,171,,96.5,12.5
CR07,172,,56.8,5.2
CR07,173,,26.5,3.9
CR07,174,,65.3,15.3
CR07,175,,41.2,12.1
CR07,176,,36.7,10.4
CR07,177,,62.8,19.6
CR07,178,,26.9,13.1
CR07,179,,66.5,22.5
CR07,180,,66.2,10.3
CR07,181,A,82.6,23.7
CR07,181,B,44.5,12.5
CR07,182,,42.9,13.7
CR07,183,,45.1,11.5
CR07,184,,48.1,10.2
CR07,185,A,53.5,10.1
CR07,185,B,47.3,9.5
CR07,185,C,45.1,9.6
CR07,186,,50.1,5.9
CR07,187,,39.4,13.2
CR07,188,,26.3,6.1
CR07,189,,31.2,12.5
CR07,190,,38.1,10.1
CR07,191,,26.7,8.4
CR07,192,,69.2,15.5
CR07,193,A,92.5,17.9
CR07,193,B,76.7,13.6
CR07,194,,57.7,12.3
CR07,195,,37.1,10.5
CR07,196,,37.4,14.8
CR07,197,,117.9,29.9
CR07,198,,26.2,7.4
CR07,199,,25.5,6.9
CR07,200,,102.7,25.7
CR07,201,,26.5,5.3
CR07,202,A,42.4,6.2
CR07,202,B,32,4.9
CR07,202,C,31.5,4.6
CR07,203,,26.7,3.8
CR07,204,,34.5,4.4
CR07,205,,26.7,3.9
CR07,206,,40.1,5.5
CR07,207,,51.2,3.7
CR08,1,,107.8,25.7
CR08,2,,40.5,10.3
CR08,3,,27.2,5.7
CR08,4,,55.5,14.2
CR08,5,,89.7,15.9
CR08,6,,41.8,13.5
CR08,7,,27.7,9.3
CR08,8,,25.7,8.9
CR08,9,,129.9,25.1
CR08,10,,87.4,18.4
CR08,11,,29.5,5.7
CR08,12,,47.3,13.5
CR08,13,,34.4,9.9
CR08,14,,60.5,17.8
CR08,15,,37.6,14.9
CR08,16,,140.5,29.7
CR08,17,,35.1,11.6
CR08,18,,36.3,14.4
CR08,19,,63.2,13.8
CR08,20,,80.1,16.5
CR08,21,,32.7,8.9
CR08,22,,41.6,5.2
CR08,23,,46.2,8.9
CR08,24,,47.4,13.6
CR08,25,,27.2,10.2
CR08,26,,95.5,19.5
CR08,27,,41.3,12.7
CR08,28,,34.5,4.5
CR08,29,,29.1,6.4
CR08,30,,26.8,4.1
CR08,31,,57.2,17.3
CR08,32,,71.2,19.1
CR08,33,,80.2,22.7
CR08,34,,128.3,25.4
CR08,35,,29.5,8.5
CR08,36,,31.2,8.6
CR08,37,,44.3,16.3
CR08,38,,48.3,13.4
CR08,39,,27.8,6.7
CR08,40,,42.8,6.9
CR08,41,,40.3,4.5
CR08,42,,63.3,13.9
CR08,43,,28.1,11.8
CR08,44,,38.2,5.3
CR08,45,,30.3,8.8
CR08,46,,30.1,5.4
CR08,47,,50.2,15.1
CR08,48,,47.1,8.9
CR08,49,,36.2,8.5
CR08,50,,26.6,4.7
CR08,51,,27.3,3.5
CR08,52,,59.4,6.9
CR08,53,,34.2,5.6
CR08,54,A,32.1,4.2
CR08,54,B,29.5,15.9
CR08,55,,91.3,17.8
CR08,56,,25.1,5.3
CR08,57,,117.5,16.9
CR08,58,,32.8,8.4
CR08,59,,105.3,17.8
CR08,60,,100.8,15.5
CR08,61,,47.2,10.7
CR08,62,,70.5,16.5
CR08,63,,42.3,8.6
CR08,64,,96.2,19.4
CR08,65,A,66.5,17.1
CR08,65,B,45.3,15.2
CR08,66,A,65.7,16.4
CR08,66,B,48.3,14.1
CR08,67,,116.5,23.7
CR08,68,,109.8,20.5
CR08,69,,91.5,19.7
CR08,70,,54.1,15.2
CR08,71,,30.5,12.3
CR08,72,,65.2,14.5
CR08,73,,40.2,13.9
CR08,74,,78.1,16.7
CR08,75,,32.4,10.3
CR08,76,,390.7,30.8
CR08,77,,57.9,16.1
CR08,78,,53.8,13.5
CR08,79,,90.3,19.6
CR08,80,,80.1,17.2
CR08,81,,50.2,12.6
CR08,82,,29.4,7.3
CR08,83,,27.2,7
CR08,84,,26.5,7.2
CR08,85,A,99.8,19.4
CR08,85,B,85,16.9
CR08,86,,140.9,24.7
CR08,87,,25.2,10.2
CR08,88,,65.6,17.5
CR08,89,,104.5,20.3
CR08,90,,40.7,7.9
CR08,91,A,119.3,22.6
CR08,91,B,98.9,20.7
CR08,92,,47.6,14.2
CR08,93,A,81.7,17.5
CR08,93,B,49.1,13.9
CR08,94,,29.4,6.8
CR08,95,,152.3,27.4
CR08,96,,84.4,17.7
CR08,97,,45.3,12.9
CR08,98,,40.2,11.3
CR08,99,,25.4,5.8
CR08,100,,160.7,20.6
CR08,101,,42.3,8.4
CR08,102,,26.2,7.3
CR08,103,,26.7,8.5
CR08,104,,77.5,15.4
CR08,105,,33.1,5.9
CR08,106,,50.5,6.7
CR08,107,,30.1,6.5
CR08,108,,40.5,7.3
CR08,109,,33.6,6.9
CR08,110,,29.2,9.8
CR08,111,,43.8,13.5
CR08,112,A,37.3,4.6
CR08,112,B,35.5,3.9
CR08,113,,27.5,10.2
CR08,114,,28.1,2.7
CR08,115,,42.8,4.9
CR08,116,,59.3,17.2
CR08,117,,27.2,7.3
CR08,118,,58.7,18.6
CR08,119,,48.3,14.5
CR08,120,,116.5,27.3
CR08,121,,48.2,16.2
CR08,122,,30.1,2.5
CR08,123,,57.2,10.4
CR08,124,,30.1,5.1
CR08,125,,51.2,4.8
CR08,126,,32.1,2.9
CR08,127,,40.2,12.1
CR08,128,,34.5,11.5
CR08,129,,55.5,15.8
CR08,130,,110.2,14.2
CR08,131,,31.5,2.8
CR08,132,,27.3,3.9
CR08,133,,26.1,2.8
CR08,134,,49.3,15.2
CR08,135,A,29.1,4.7
CR08,135,B,29,4.1
CR08,136,,41.2,13.8
CR08,137,,58.3,11.9
CR08,138,,51.5,12.5
CR08,139,,30.2,10.4
CR08,14,,30.1,4.1
CR08,141,,33.2,9.8
CR08,142,,45.1,5.8
CR08,143,,26.4,3.5
CR08,144,,41.5,10.7
CR08,145,,37.2,5.3
CR08,146,,46.1,5
CR08,147,,89.5,16.9
CR08,148,,40.3,4.8
CR08,149,,29.5,5.6
CR08,150,,36.5,6.9
CR08,151,,115.8,17.9
CR08,152,,53.5,16.5
CR08,153,,85.9,14.7
CR08,154,,33.2,11.9
CR08,155,,27.1,10.2
CR08,156,A,31.5,10.2
CR08,156,B,25.2,8.7
CR08,157,,39.1,11.8
CR08,158,,139.7,28.7
CR08,159,,41.8,10.9
CR08,160,,37.6,9.4
CR08,161,,27.2,8.9
CR08,162,,74.1,15.7
CR08,163,A,82.6,17.8
CR08,163,B,70.5,14.4
CR08,163,C,27.1,11.2
CR08,164,,103.8,29.4
CR09,1,,83.2,11.3
CR09,2,,39.4,10.4
CR09,3,,27.3,9.7
CR09,4,,48.4,6.1
CR09,5,,66.7,5.3
CR09,6,,37.1,4.7
CR09,7,,44.6,13.1
CR09,8,,52.8,12
CR09,9,,40.2,6.5
CR09,10,,36.4,6.8
CR09,11,,37.1,12.1
CR09,12,,28.3,5.2
CR09,13,,25.1,4.9
CR09,14,,40.5,13.7
CR09,15,,35.2,11.3
CR09,16,,29.3,5
CR09,17,,66.5,6.4
CR09,18,,31.1,10.3
CR09,19,,57.2,6.4
CR09,20,,65.3,5.9
CR09,21,,81.6,6.1
CR09,22,,48.1,4.3
CR09,23,,33.4,12
CR09,24,,44.1,7.6
CR09,25,,26.2,6.7
CR09,26,,61.6,3.6
CR09,27,,30.2,15.1
CR09,28,,32.9,10.6
CR09,29,,67.6,21.9
CR09,30,,45.7,10.2
CR09,31,,32.4,12
CR09,32,,27.5,12.5
CR09,33,,44.1,13.2
CR09,34,,58.7,14
CR09,35,,34.6,10.3
CR09,36,,33.3,10
CR09,37,,33.5,12
CR09,38,,48.6,6.4
CR09,39,,53.7,12.1
CR09,40,,35.5,5.9
CR09,41,,35.2,4.8
CR09,42,,34.3,7.5
CR09,43,,28.2,12.9
CR09,44,,38.5,10.7
CR09,45,,38.3,6
CR09,46,,25.6,9.8
CR09,47,,42.3,6.9
CR09,48,,45.5,6.2
CR09,49,,59.7,6.8
CR09,50,,31.6,11.5
CR09,51,,44.2,10.9
CR09,52,,36.5,5.3
CR09,53,,52.6,6.4
CR09,54,,47.3,5.9
CR09,55,,26.2,8
CR09,56,,26.5,9.8
CR09,57,,36.2,6.5
CR09,58,,50,5
CR09,59,,52.5,4.9
CR09,60,,29.3,3.8
CR09,61,,28.2,4.7
CR09,62,,38.5,11.2
CR09,63,,34.3,9.5
CR09,64,,52,5
CR09,65,,25.2,10.4
CR09,66,,27.2,9.9
CR09,67,,113.1,25.4
CR09,68,,35.6,11.1
CR09,69,,29.4,9.3
CR09,70,,33.2,5.1
CR09,70,A,26.1,4.2
CR09,71,,27.2,3.7
CR09,72,,26.2,9.3
CR09,73,,27.3,5.8
CR09,73,A,25.4,5
CR09,74,,27.6,4.1
CR09,75,,33.2,5.2
CR09,76,,43.3,8.7
CR09,77,,26.1,4.2
CR09,78,,46.2,15.5
CR09,79,,30.5,10.8
CR09,80,,45.3,11.2
CR09,81,,30.4,10.6
CR09,82,,53.5,12
CR09,83,,98.9,25.1
CR09,84,,44.6,11.7
CR09,85,,27.3,10.4
CR09,86,,29.4,9.3
CR09,87,,27.6,4.8
CR09,88,,25.4,13.6
CR09,89,,33.6,8.3
CR09,90,,40.2,14
CR09,91,,36.6,10.5
CR09,92,,56.2,11.7
CR09,93,,28.6,4.9
CR09,94,,30.4,6.3
CR09,95,,74.2,8.2
CR09,96,,35.2,4.3
CR09,97,,52.1,5.1
CR09,97,A,31.2,4.7
CR09,98,,46.3,2.9
CR09,99,,46.4,4.1
CR09,100,,42.6,3.6
CR09,101,,44.5,13.9
CR09,102,,129.8,13.2
CR09,103,,30.4,6.1
CR09,104,,45.2,15.7
CR09,105,,36.6,3.4
CR09,105,A,33.2,4.3
CR09,106,,35.9,3.8
CR09,106,A,30.6,3.7
CR09,107,,46.2,11.3
CR09,108,,28.3,8.9
CR09,109,,49.4,4.4
CR09,110,,36,4.2
CR09,111,,26.7,7.5
CR09,112,,25.1,3.6
CR09,113,,26.6,9.7
CR09,114,,75.7,20.1
CR09,115,,205.7,16.6
CR09,116,,86.6,21.3
CR09,117,,197.3,25.8
CR09,118,,31.2,3.3
CR09,119,,36.4,4
CR09,120,,31.2,14.5
CR09,121,,45.1,2.6
CR09,122,,59.2,26.8
CR09,123,,37.4,7.1
CR09,124,,27.6,9
CR09,125,,35.3,9.3
CR09,125,A,34.2,8.6
CR09,126,,56.4,6.9
CR09,127,,112.3,28.1
CR09,128,,33.2,6
CR09,128,A,30.6,5.7
CR09,129,,28.4,4.6
CR09,130,,39.5,5.2
CR09,130,A,30.6,4.6
CR09,131,,50,10.6
CR09,132,,25.1,2.9
CR09,133,,37.2,4
CR09,134,,58,11.3
CR09,135,,47.2,4.4
CR09,135,A,42.7,3.9
CR09,136,,33,12.7
CR09,137,,25.6,6.9
CR09,138,,34.7,7.8
CR09,139,,35.4,10.4
CR09,14,,26.1,8.7
CR09,141,,34.6,14
CR09,142,,41.8,10.8
CR09,143,,34.2,9.8
CR09,144,,35.4,11
CR09,145,,29.3,13.3
CR09,146,,41.2,10.2
CR09,147,,43.4,7.1
CR09,148,,39,5.1
CR09,148,A,27.2,2.4
CR09,149,,37.6,12.1
CR09,150,,31.4,8.7
CR09,151,,37.2,11.4
CR09,152,,31.4,10.6
CR09,152,A,38.2,13.5
CR09,153,,27.1,8.2
CR09,154,,49.4,6.4
CR09,154,A,32.1,4.6
CR09,155,,35.6,3.6
CR09,155,A,31.2,3.5
CR09,156,,41.4,8
CR09,156,A,25.6,5.6
CR09,157,,35.1,4.6
CR09,158,,49.1,18.7
CR09,159,,33.2,3.2
CR09,160,,45.1,15.3
CR09,161,,42.2,3.4
CR09,162,,121.5,22.5
CR09,163,,36.4,12.1
CR09,164,,27.6,10.4
CR09,165,,38.2,4.7
CR09,166,,26.1,10.9
CR09,167,,34.1,12.3
CR09,168,,36,7.1
CR09,169,,27.4,3.4
CR09,170,,30.3,3.7
CR09,171,,31.1,10.3
CR09,172,,27.4,4
CR09,173,,28.5,10.3
CR09,173,A,25.2,7.6
CR09,174,,36.5,6.3
CR09,175,,25.3,4.9
CR09,176,,53.1,4.2
CR09,177,,38.2,11
CR09,178,,46.2,11.9
CR09,179,,25.4,7.1
CR09,180,,29,5.4
CR09,181,,30,5.1
CR09,182,,45.3,13.4
CR09,183,,32.6,14.6
CR09,184,,48.3,5.3
CR09,185,,46.2,10.6
CR09,186,,25.2,8.1
CR09,187,,41.1,12.3
CR09,188,,36.2,5.5
CR09,188,A,33,4.2
CR09,189,,37.6,8.6
CR09,190,,53.1,5.2
CR09,190,A,29.4,4.1
CR09,191,,42,10.3
CR09,192,,34.4,10.6
CR09,193,,40.8,12.5
CR09,194,,44.2,13.2
CR09,194,A,42.3,11.9
CR10,1,,296.5,24.2
CR10,2,,89.4,13.4
CR10,3,,37.4,11
CR10,4,,44.8,14.1
CR10,5,,25.4,
CR10,6,,25.1,8.2
CR10,7,,136,21.2
CR10,7,A,65.8,18.1
CR10,8,,49.7,16.9
CR10,9,,37.4,5.4
CR10,10,,58.3,16.1
CR10,11,,29.2,8.2
CR10,12,,52.5,18.6
CR10,13,,98.6,19.7
CR10,14,,112.9,22.1
CR10,15,,81.4,21.7
CR10,16,,90.3,24.5
CR10,17,,35.2,8.5
CR10,18,,29.6,10
CR10,19,,26.1,3.5
CR10,20,,40.2,11.2
CR10,21,,25.1,10.4
CR10,22,,66.2,18.1
CR10,22,A,71.1,17.9
CR10,23,,28.2,12.2
CR10,24,,33.2,13.2
CR10,25,,37,6.7
CR10,26,,78.9,18.2
CR10,27,,30.5,9.5
CR10,28,,37.1,5.2
CR10,29,,38.2,5.9
CR10,30,,32,9.9
CR10,31,,40.8,6.2
CR10,32,,91.7,16.9
CR10,33,,25.2,10
CR10,34,,45.9,11.1
CR10,35,,105.1,21.8
CR10,36,,29.4,11.3
CR10,37,,38,7.5
CR10,38,,36.4,8.5
CR10,39,,38.1,14.1
CR10,40,,29.8,13
CR10,41,,45.1,4.6
CR10,42,,126.2,25.8
CR10,43,,74.1,19.3
CR10,44,,31.2,10.5
CR10,45,,42.1,8.3
CR10,46,,42.3,7.1
CR10,46,A,38.2,6.5
CR10,46,B,37.1,4.9
CR10,47,,37.9,7
CR10,48,,45,3.8
CR10,48,A,43.5,3.5
CR10,49,,83.7,19.3
CR10,50,,211.9,27.7
CR10,51,,26.4,11.7
CR10,52,,32.1,9.3
CR10,53,,91.7,17.5
CR10,54,,30.9,9.6
CR10,55,,37.4,6.7
CR10,56,,33.1,7.8
CR10,57,,40.2,13.1
CR10,58,,27.2,9.3
CR10,59,,55.8,15
CR10,60,,203.9,25.2
CR10,61,,63.6,14.8
CR10,62,,48.7,11.2
CR10,63,,43.2,14.5
CR10,64,,62.5,13.8
CR10,65,,123.7,16.7
CR10,66,,27.3,9.8
CR10,67,,99.9,15.2
CR10,68,,86.8,13
CR10,69,,39.2,12.1
CR10,70,,28.8,11.4
CR10,71,,58.1,14.3
CR10,72,,47.2,13.5
CR10,73,,31.4,3.8
CR10,74,,27.6,5
CR10,75,,27.4,3.5
CR10,75,A,32,12.1
