Plot,Number,Stem,Circumference,Height
OG45,35,,46.2,12.9
OG45,36,,26.1,9.5
OG45,37,,41.3,6.3
OG45,38,,55.7,
OG45,39,,32.2,5.2
OG45,40,,32.5,6.4
OG45,41,,35.2,13
OG45,42,,42.6,11.9
OG45,43,,25,6.4
OG45,44,,46.3,11.1
OG45,45,,35.1,13.4
OG45,46,,41.3,12.2
OG45,47,,89.5,20.5
OG45,48,,82.3,15.4
OG45,49,,138.7,24.9
OG45,50,,30.1,6.9
OG45,51,,27.2,10.4
OG45,52,,43.1,12.3
OG45,53,,34.3,17.3
OG45,54,,26.1,5.8
OG45,55,,25.2,8.7
OG45,56,,61.6,19.2
OG45,57,,108.5,20
OG45,58,,56.2,17.5
OG45,59,,30.1,
OG45,60,,27.4,5.4
OG45,61,,55.1,12.8
OG45,62,,46.4,16
OG45,63,,26.1,8.6
OG45,64,,52.2,16.1
OG45,65,,36.4,11.5
OG45,66,,56.5,17.7
OG45,67,,30.6,13.8
OG45,68,,40.3,13.2
OG45,69,,148.9,23.5
OG45,70,,95.7,21.9
OG45,71,,201.5,29
OG45,72,,51.3,14.3
OG45,73,,33.1,8.5
OG45,74,,46.2,6
OG45,75,,42.7,13.6
OG45,76,,26.2,7.8
OG45,77,,34.5,11.5
OG45,78,,30.6,14.9
OG45,79,,35.7,11.5
OG45,80,,28.4,10.5
OG45,81,,150.7,20.4
OG45,81,A,30,12.3
OG45,82,,114.8,17.9
OG45,83,,25.6,16.4
OG45,84,,87.7,15.3
OG45,85,,38.5,14
OG45,86,,39.2,11.7
OG45,87,,25.1,5.8
OG45,88,,45.3,10
OG45,89,,90.3,18.2
OG45,90,,36.4,11.5
OG45,91,,55.7,12.4
OG45,92,,150.8,28.3
OG45,93,,25.1,9.5
OG45,94,,43.2,14.8
OG45,95,,26.4,8.5
OG45,96,,39.6,14
OG45,97,,27,12.4
OG45,98,,32,8.1
OG45,99,,52.6,
OG45,100,,25.8,10.5
OG45,101,,75.4,19.7
OG45,102,,47.2,17.3
OG45,103,,39.5,13.9
OG45,104,,31.4,13.8
OG45,105,,37.8,11.5
OG45,106,,58.6,17.9
OG45,107,,43.2,19.3
OG45,108,,34.8,6.5
OG45,109,,32.1,14.8
OG45,110,,101.5,25.1
OG45,111,,48.4,20.8
OG45,112,,48.3,15.5
OG45,113,,25.1,7
OG45,114,,27.4,6.9
OG45,115,,170.8,26.7
OG45,116,,33.9,6.9
OG45,117,,53,15.4
OG45,118,,90.5,22.4
OG45,119,,34.1,6.8
OG45,120,,170.9,30.7
OG45,121,,110.6,24.5
OG45,122,,52.7,14.6
OG45,123,,38.2,10.5
OG45,124,,50.3,12
OG45,125,,48.2,9.9
OG45,126,,38.5,13.2
OG45,127,,54.1,14.7
OG45,128,,25.1,10.8
OG45,129,,26.2,7
OG45,130,,29,10.3
OG45,131,,93.4,25.6
OG45,132,,29.3,9.8
OG45,133,,46.2,13.1
OG45,134,,34.3,10.3
OG45,135,,35.7,8.6
OG45,136,,85.1,19.2
OG45,137,,80.5,20
OG45,138,,128,24.3
OG45,139,,53.2,13.9
OG45,14,,156.9,29.4
OG45,141,,31.8,8.4
OG45,142,,83,20.4
OG45,143,,25.6,8.5
OG45,144,,93,16.3
OG45,145,,114.6,21.2
OG45,146,,42.3,17.1
OG45,147,,220.7,28.3
OG45,148,,58.1,9.1
OG45,149,,39.7,
OG45,150,,26.2,
OG45,151,,44.3,13.6
OG45,152,,26.1,7.5
OG45,153,,60.3,12.2
OG45,154,,128.7,12.6
OG45,155,,28.1,12.2
OG45,156,,47.2,7.1
OG45,157,,301,31.3
OG45,158,,28.1,10.2
OG45,159,,86.3,17.5
OG45,160,,36.2,11.5
OG45,161,,260.9,30.4
OG45,162,,49.6,19.1
OG45,163,,113.8,23.6
OG45,164,,87.9,24.1
OG45,165,,112.6,23.8
OG45,166,,29.5,9.2
OG45,167,,84.5,22.3
OG45,168,,128.4,21.1
OG45,169,,84.9,20.4
OG45,170,,27.1,5.9
OG45,171,,45.2,19.8
OG45,172,,64.3,13.7
OG45,173,,26.1,7.2
OG45,174,,31.3,8.6
OG45,175,,29.1,10.7
OG45,176,,90.2,24.1
OG45,177,,43.1,18.5
OG45,178,,46.6,21.2
OG45,179,,104.2,19.5
OG45,180,,34,8
OG45,181,,28.4,9.2
OG45,182,,40.2,10.4
OG45,183,,112.7,19.5
OG45,184,,140.9,27.1
OG45,185,,48.3,16.7
OG45,186,,34,9.9
OG45,187,,64.7,19.7
OG45,188,,39.2,15.5
OG46,1,,134.2,23.1
OG46,2,,39.4,10.5
OG46,3,,26.6,7.9
OG46,4,,134.9,18.2
OG46,5,,32.4,7.9
OG46,6,,33.2,11.7
OG46,7,,29.1,5.4
OG46,8,,27.3,8
OG46,9,,144.9,25.7
OG46,10,,46.3,14.3
OG46,11,,29.2,5.2
OG46,12,,325.4,33.9
OG46,13,,40.7,13.1
OG46,14,,26.2,5.5
OG46,15,,241.1,24.7
OG46,16,,27.2,20
OG46,17,,27.1,5
OG46,18,,74,16.3
OG46,19,,29.3,6.4
OG46,20,,59.4,13.2
OG46,21,,72.6,17.1
OG46,22,,33.6,11.5
OG46,23,,27.1,4.2
OG46,24,,44.2,12.3
OG46,25,,46.6,14.6
OG46,26,,31.2,9.8
OG46,27,,67.7,16.6
OG46,28,,86.9,20.4
OG46,29,,32.6,8.2
OG46,30,,67.9,19.1
OG46,31,,28.1,12.9
OG46,32,,27.2,9.6
OG46,33,,59.5,19.8
OG46,34,,31.4,11.9
OG46,35,,25.6,5.3
OG46,36,,35.1,7.9
OG46,37,,211.3,24.8
OG46,38,,36.2,12.5
OG46,39,,253.9,30.9
OG46,40,,61.6,17.4
OG46,41,,37.1,9.8
OG46,42,,29.3,8.3
OG46,43,,35.6,10.5
OG46,44,,69.4,14.7
OG46,45,,42.3,7.9
OG46,46,,27.5,6.9
OG46,47,,26.2,10.8
OG46,48,,27.1,8.4
OG46,49,,165.2,28.7
OG46,50,,29.5,15
OG46,51,,38.3,10.3
OG46,52,,28.2,9.9
OG46,53,,37.6,11.6
OG46,54,,34.2,11.3
OG46,55,,59.2,18.3
OG46,56,,25.4,9
OG46,57,,64.2,17.5
OG46,58,,105.3,21.7
OG46,59,,79.2,19.8
OG46,60,,26.4,9.8
OG46,61,,39.2,7.3
OG46,62,,44.1,14.4
OG46,63,,36.6,13.6
OG46,64,,127.4,23.7
OG46,65,,51.5,14.6
OG46,66,,89.8,21.4
OG46,67,,37.1,7.8
OG46,68,,37.3,9.9
OG46,69,,94.5,19.3
OG46,70,,33.6,7.9
OG46,71,,25.1,9.6
OG46,72,,45,15.1
OG46,73,,63.6,17.3
OG46,74,,102.5,19.5
OG46,75,,39.2,9.8
OG46,76,,105.9,17.4
OG46,77,,116.4,20
OG46,78,,31,10
OG46,79,,251.9,30.4
OG46,80,,67.4,24.3
OG46,81,,81.3,19.1
OG46,82,,27.4,6.5
OG46,83,,25.1,15.2
OG46,84,,28.4,9
OG46,85,,93.6,5.5
OG46,86,,62.3,18.9
OG46,87,,82.6,9.1
OG46,88,,31.4,5.5
OG46,89,,35.5,6.3
OG46,90,,158.8,27.3
OG46,91,,68.6,17.2
OG46,92,,76.9,16.6
OG46,93,,36,7.6
OG46,94,,25.1,5.9
OG46,95,,27.6,9.6
OG46,96,,44.5,13.7
OG46,97,,71.5,15.3
OG46,98,,43.2,11.1
OG46,99,,165.8,23
OG46,100,,49.2,13.2
OG46,101,,49.3,11.6
OG46,102,,42.1,6.5
OG46,103,,38.6,10.2
OG46,104,,31.3,6.3
OG46,105,,69.5,14.8
OG46,106,,36.1,11
OG46,107,,26.6,8.9
OG46,108,,69.2,11.9
OG46,109,,30,10.5
OG46,110,,51.3,8.7
OG46,111,,57.3,16.4
OG46,112,,31.1,10.6
OG46,113,,167.6,28.8
OG46,114,,41.2,11.6
OG46,115,,46.1,16.4
OG46,116,,75.2,13.2
OG46,117,,136,25.1
OG46,118,,40.3,12.3
OG46,119,,29.1,9.5
OG46,120,,31.3,8.7
OG46,121,,27.1,9.4
OG46,122,,31.4,10.7
OG46,123,,117.6,18.4
OG46,124,,253.9,37.4
OG46,125,,37.2,8.1
OG46,126,,53.6,18.8
OG46,127,,47.4,17.5
OG46,128,,31.4,8.9
OG46,129,,31.6,8.6
OG46,130,,31.4,13.1
OG46,131,,59.2,16.8
OG46,132,,95.2,22.4
OG46,133,,40,11.9
OG46,134,,93,27
OG46,135,B,74.7,25.2
OG46,135,A,59.1,18.5
OG46,136,,58.3,24.1
OG46,137,,33.4,16.5
OG46,138,,79.1,9.2
OG46,139,,184.6,20.7
OG46,14,,62.1,32.2
OG46,141,,25.4,18.3
OG46,142,,270.5,10.5
OG46,143,,67.6,35.4
OG46,144,,67.4,20.6
OG46,145,,45.3,14.8
OG46,146,,26.4,17.3
OG46,147,,38,9.5
OG46,148,,43.1,14.6
OG46,149,,26.6,13.7
OG46,150,,62.1,9.1
OG46,151,,42,16.6
OG46,152,,29.3,10.3
OG46,153,,46.1,8.6
OG46,154,,53.2,18.5
OG46,155,,161,24.1
OG46,156,,63.4,16.8
OG47,1,,46.2,17.5
OG47,2,,101.3,15.8
OG47,3,,26.9,12
OG47,4,,41.1,13.1
OG47,5,,33.8,12.3
OG47,6,,62.5,14.4
OG47,7,,39.6,11.2
OG47,8,,49,12.8
OG47,9,,59.9,15.3
OG47,10,,27.2,8.8
OG47,11,,148.6,32.1
OG47,12,,25.7,9.9
OG47,13,,46.7,12.4
OG47,14,,27.9,9.7
OG47,15,,45.2,20.4
OG47,16,,222,37.3
OG47,17,,79.5,23.2
OG47,18,,49.3,15
OG47,19,,37.1,9.3
OG47,20,,70.1,21.3
OG47,21,,38.4,6.8
OG47,22,,53.8,14.1
OG47,23,,41.4,14.1
OG47,24,,25.7,6.3
OG47,25,,26.2,8.4
OG47,26,,53.3,13.8
OG47,27,,47,12.3
OG47,28,,43.2,14.3
OG47,29,,70.9,19.8
OG47,30,,53.1,12.5
OG47,31,,26.7,4.9
OG47,32,,25.9,10.9
OG47,33,,53.8,18.1
OG47,34,,37.3,14.5
OG47,35,,48,11.4
OG47,36,,51.1,13.2
OG47,37,,58.7,16.3
OG47,38,,27.7,5.2
OG47,39,,47.2,18.4
OG47,40,,96.8,20
OG47,41,,62.2,17.6
OG47,42,,26.7,6.8
OG47,43,,61.8,12.5
OG47,44,,38.6,12.3
OG47,45,,62.8,15.2
OG47,46,,63.8,12.4
OG47,47,,34.3,6.4
OG47,48,,41.6,14.4
OG47,49,,27.2,9.8
OG47,50,,29.2,7.2
OG47,51,,51.1,13
OG47,52,,109.7,23.7
OG47,53,,30.7,4.7
OG47,54,,72.9,9.5
OG47,55,,64.3,16.2
OG47,56,,41.7,12.6
OG47,57,,35.8,10.9
OG47,58,,42.4,13.1
OG47,59,,58.7,19.3
OG47,60,,28.4,9.4
OG47,61,,125.7,22.7
OG47,62,,73.8,18.3
OG47,63,,49,15.3
OG47,64,,28.4,10.1
OG47,65,,49.3,23.3
OG47,66,,97.8,24
OG47,67,,34.3,4.8
OG47,68,,28.5,9.8
OG47,69,,58.7,14.3
OG47,70,,63.2,13.1
OG47,71,,77.7,17.7
OG47,72,,179,34.2
OG47,73,,34.5,13.1
OG47,74,,52.3,6.7
OG47,75,,31.5,10.8
OG47,76,,29.2,9.4
OG47,77,,26.2,7.2
OG47,78,,50,18.2
OG47,79,,63.5,18.1
OG47,80,,87.6,15.1
OG47,81,,158.8,18.3
OG47,82,,26.7,6.5
OG47,83,,36.8,10.6
OG47,84,,182.4,32.7
OG47,85,,25.9,10.7
OG47,86,,71.6,6.1
OG47,87,,26.7,15.2
OG47,88,,51.1,19.7
OG47,89,,56.9,14.2
OG47,90,,58.9,9.6
OG47,91,,88.9,19.7
OG47,92,,55.6,15.7
OG47,93,,41.9,10.4
OG47,94,,31.8,7.3
OG47,95,,53.8,16.2
OG47,96,,35.3,9.7
OG47,97,,46.5,10.3
OG47,98,,117.1,29.7
OG47,99,,104.1,17.5
OG47,100,,165.6,25.4
OG47,101,,62.5,18.7
OG47,102,,51.3,16.5
OG47,103,,40.4,15.3
OG47,104,,60.5,14
OG47,105,,26.7,9.8
OG47,106,,61.5,18.4
OG47,107,,48.5,13.2
OG47,108,,97,20
OG47,109,,37.8,11.1
OG47,110,,33,10.3
OG47,111,,66,19.2
OG47,112,,176,27.7
OG47,113,,90.2,12.9
OG47,114,,56.1,16.5
OG47,115,,40.9,17.4
OG47,116,,34,9.4
OG47,117,,46.2,13.5
OG47,118,,105.4,25.7
OG47,119,,28.4,11.8
OG47,120,,30.5,9.2
OG47,121,,26.2,7.4
OG47,122,,29.2,7.6
OG47,123,,94.2,22
OG47,124,,103.4,17.8
OG47,125,,117.6,19.4
OG47,126,,35.6,7.3
OG47,127,,51.6,9.8
OG47,128,,31.8,7.8
OG47,129,,27.2,4.9
OG47,130,,99.3,18.5
OG47,131,,43.2,8.9
OG47,132,,30.7,5
OG47,133,,25.7,6.5
OG47,134,,36.8,6.7
OG47,135,,98.8,21.7
OG47,136,,154.4,32.4
OG47,137,,71.6,12.4
OG47,138,,31.8,9.8
OG47,139,,33.5,10.6
OG47,140,,43.4,10.1
OG47,141,,97,22
OG47,142,,29.2,15
OG47,143,,33,6.9
OG47,144,,48.8,16.3
OG47,145,,80,17.2
OG47,146,,61,11.3
OG47,147,,48.8,5.5
OG47,148,,58.4,12.3
OG47,149,,85.1,18.6
OG47,150,,47.2,18.3
OG47,151,,55.9,13.9
OG47,151,A,53.3,10.9
OG47,152,,103.6,27.4
OG47,153,,36.5,11.8
OG47,154,,36.3,8.1
OG47,155,,30.7,19.8
OG47,156,,56.4,10.2
OG47,157,,29.2,10.5
OG47,158,,46,13.6
OG48,1,,68,20.6
OG48,2,,31.4,9.8
OG48,3,,51,16.4
OG48,4,,41.5,17.5
OG48,5,,28,3.9
OG48,6,,91,21.1
OG48,7,,37.3,10.5
OG48,8,,54.6,11.7
OG48,9,,26.8,7.7
OG48,10,,350,39.6
OG48,11,,29.5,11
OG48,12,,42.6,11.8
OG48,13,,71,15.5
OG48,14,,26.6,9.4
OG48,15,,31.5,14
OG48,16,,63.5,18.5
OG48,17,,41.5,10.6
OG48,18,,39.4,12.2
OG48,19,,43.6,15.3
OG48,20,,69.5,18.8
OG48,21,,81,14.4
OG48,22,,34.5,1.7
OG48,23,,230,40.2
OG48,24,,55.5,15.2
OG48,25,,31.5,9.8
OG48,26,,33.7,11.7
OG48,27,,42,12.2
OG48,28,,138,24.3
OG48,29,,35,7.9
OG48,30,,91,15.6
OG48,31,,39,24.6
OG48,32,,30,37.1
OG48,33,,101.4,29.1
OG48,34,,31.7,9.8
OG48,35,,38.2,14.9
OG48,36,,42.5,13.5
OG48,37,,73.5,28.6
OG48,38,,68.2,14.1
OG48,39,,31.3,9.6
OG48,40,,42.5,15.3
OG48,41,,72,16.2
OG48,42,,91.5,23.3
OG48,43,,38.2,12
OG48,44,,55.5,16.2
OG48,45,,29.5,8.2
OG48,46,,37.5,21.5
OG48,47,,36,10.2
OG48,48,,131.5,29.9
OG48,49,,46.6,14.1
OG48,50,,44.7,15.7
OG48,51,,27.2,10.6
OG48,52,,65.2,15.7
OG48,53,,360,38.7
OG48,54,,32.4,11.6
OG48,55,,80,12
OG48,56,,75.5,18.8
OG48,57,,40,12.1
OG48,58,,61.8,16.9
OG48,59,,53,16.7
OG48,60,,32.5,6.6
OG48,61,,30.2,11.7
OG48,62,,26.6,7.5
OG48,63,,65.5,15.5
OG48,64,,40,15.3
OG48,65,,44.5,12
OG48,66,,59,14.2
OG48,67,,75,19.5
OG48,68,,47.5,15
OG48,69,,36.8,6.1
OG48,70,,32,11.9
OG48,71,,32,11.4
OG48,72,,77.5,18.5
OG48,73,,350,38.5
OG48,74,,41,13.5
OG48,75,,35.5,14.2
OG48,76,,41.3,17.5
OG48,77,,35.8,16.1
OG48,78,,50.5,17.8
OG48,79,,52.8,18.6
OG48,80,,38.2,12.4
OG48,81,,34.7,10.2
OG48,82,,33.5,8.1
OG48,83,,53.5,10.4
OG48,84,,30.7,13.6
OG48,85,,49,14.1
OG48,86,,38.5,9.8
OG48,87,,47.2,11.5
OG48,88,,180,31.4
OG48,89,,256,6.8
OG48,90,,30,6.7
OG48,91,,50.5,14.3
OG48,92,,47.7,21.8
OG48,93,,35.4,9.3
OG48,94,,70,19.1
OG48,95,,31.4,14.6
OG48,96,,31,11
OG48,97,,33.5,8.6
OG48,98,,81.5,21.6
OG48,99,,48.8,22.1
OG48,100,,47,22.9
OG48,101,,43.5,23.7
OG48,102,,26,7.4
OG48,103,,25,6.5
OG48,104,,230,35.9
OG48,105,,58.5,18.8
OG48,106,,82.4,15.4
OG48,107,,40,12.2
OG48,108,,40.7,12.8
OG48,109,,38.5,10.3
OG48,110,,59,15.7
OG48,111,,30,7.2
OG48,112,,26.3,7.8
OG48,113,,99.5,20.5
OG48,114,,77,19.4
OG48,115,,43,18.6
OG48,116,,32.8,12.1
OG48,117,,44.4,15
OG48,118,,41,9.1
OG48,119,,40.7,16.6
OG48,120,,50,18.6
OG48,121,,179,35.8
OG48,122,,65,23.6
OG48,123,,104,20.4
OG48,124,,28,8.6
OG48,125,,27,9.5
OG48,126,,43.5,19.3
OG48,127,,32,7.9
OG48,128,,38.6,11.5
OG48,129,,66,18.2
OG48,130,,57,13.1
OG48,131,,33.1,10.5
OG48,132,,43,14.9
OG48,133,,121,28.5
OG48,134,,50.5,19.1
OG48,135,,58,24.3
OG48,136,,32,7.9
OG48,137,,50,18
OG48,138,,36,11.3
OG48,139,,150,27.5
OG48,140,,54,14.2
OG48,141,,88,18.9
OG48,142,,27.4,13.5
OG48,143,,29.5,9.9
OG48,144,,30.2,10.2
OG48,145,,30,8.5
OG48,146,,36.5,13.2
OG48,147,,41,13.2
OG48,148,,31.3,11.5
OG48,149,,78.3,17.7
OG48,150,,50,16.4
OG48,151,,139.5,19.8
OG48,152,,44.4,11.9
OG48,153,,59,15.2
OG48,154,,40.6,16.8
OG48,155,,80,20.5
OG48,156,,90,27.9
OG48,157,,49.2,13.3
OG48,158,,66,13.1
OG48,159,,34,10.9
OG48,160,,116,21.4
OG48,161,,75,16.7
OG49,1,,36.4,8.7
OG49,2,,35.2,9.8
OG49,3,,43.1,12
OG49,4,,70.4,20.8
OG49,5,,35.5,7.6
OG49,6,,39.3,14.3
OG49,7,,49.4,17.3
OG49,8,,82,22.7
OG49,9,,36,17.9
OG49,10,,28,3.8
OG49,11,,41.1,11.9
OG49,12,,57.5,
OG49,13,,34.5,10
OG49,14,,45.5,18.5
OG49,15,,59.5,18.1
OG49,16,,37.5,11.4
OG49,17,,102.8,20.7
OG49,18,,33.4,5.8
OG49,19,,92.8,21.9
OG49,20,,81.8,19.4
OG49,21,,78,13.8
OG49,22,,83.1,21.5
OG49,23,,26.5,8
OG49,24,,99.5,24.1
OG49,25,,52.2,16.2
OG49,26,,46.8,7.5
OG49,27,,102,2.8
OG49,28,,41.2,32.6
OG49,29,,87,21.9
OG49,30,,57.2,11.2
OG49,31,,220,34.1
OG49,32,,48.7,24.4
OG49,33,,71,14.2
OG49,34,,72.2,16.5
OG49,35,,48.1,13.1
OG49,36,,67.8,14.3
OG49,37,,36.5,12.5
OG49,38,,77.6,18
OG49,39,,60.5,15.3
OG49,40,,34.5,10.4
OG49,41,,36.7,7.1
OG49,42,,38,9.7
OG49,43,,31.4,14.7
OG49,44,,29.4,10.6
OG49,45,,29.5,9.4
OG49,46,,25.8,11.5
OG49,47,,26,9.3
OG49,48,,72,18.8
OG49,49,,34,11.8
OG49,50,,59.5,17.9
OG49,51,,270,39.4
OG49,52,,42.5,12.6
OG49,53,,310,20.3
OG49,54,,135,28.7
OG49,55,,47.4,12.9
OG49,56,,54.5,19.5
OG49,57,,43.1,14.4
OG49,58,,25.6,4.2
OG49,59,,38.2,12.7
OG49,60,,60.3,19.4
OG49,61,,43,21.8
OG49,62,,29,2.5
OG49,63,,129,33.8
OG49,64,,27.5,13.9
OG49,65,,63.3,13.1
OG49,66,,42.7,12.5
OG49,67,,70,13.4
OG49,68,,36.3,10.3
OG49,69,,52.5,18.9
OG49,70,,27.7,11.2
OG49,71,,39.2,15.2
OG49,72,,44.5,7.8
OG49,73,,35,4
OG49,74,,249,35.1
OG49,75,,131.8,27.5
OG49,76,,25.4,8.6
OG49,77,,28.2,10.8
OG49,78,,33.4,13.2
OG49,79,,39.7,14.8
OG49,80,,35.2,11.4
OG49,81,,33.6,11.7
OG49,82,,26.5,11.8
OG49,83,,34.7,12.5
OG49,84,,42,18.3
OG49,85,,30.2,10.9
OG49,86,,34.8,11.3
OG49,87,,48.4,17.6
OG49,88,,250,27.3
OG49,89,,77.5,23
OG49,90,,63.1,19.4
OG49,91,,350,34.8
OG49,92,,35.5,13.5
OG49,93,,49.6,14.1
OG49,94,,25.3,8.4
OG49,95,,39,12.4
OG49,96,,68,29.6
OG49,97,,98.8,28.9
OG49,98,,27.7,3.3
OG49,99,,56.3,19
OG49,100,,45.7,18.4
OG49,101,,28.4,10.6
OG49,102,,25.3,6.9
OG49,103,,32,9.6
OG49,104,,64.6,7.1
OG49,105,,245,37.4
OG49,106,,36.2,11
OG49,107,,152,35.2
OG49,108,,250,38.1
OG49,109,,30.6,11.6
OG49,110,,107.2,29.2
OG49,111,,26.2,10.3
OG49,112,,60,16.5
OG49,113,,101.8,24.8
OG49,114,,145,29.6
OG49,115,,25,9.3
OG49,116,,87.4,18.5
OG49,117,,75,26.5
OG49,118,,41.7,20.4
OG49,119,,30.4,8.7
OG49,120,,47,21.7
OG49,121,,152,23.8
OG49,122,,94,21
OG49,123,,29.3,9.8
OG49,124,,92.5,19.3
OG49,125,,41.9,12
OG49,126,,81,11.3
OG49,127,,27.6,10.4
OG49,128,,28.5,11.5
OG49,129,,40.8,12.2
OG49,130,,40.5,14.6
OG49,131,,52.2,15
OG49,132,,42.7,12.6
OG49,133,,40,5.3
OG49,134,,42.5,12.8
OG49,135,,61.9,19.4
OG49,136,,49,12.9
OG49,137,,48.3,16.5
OG49,138,,75.8,29
OG49,139,,27.5,9.4
OG50,1,,60.5,14.7
OG50,2,,39.6,14.3
OG50,3,,40,13.9
OG50,4,,43.5,15.8
OG50,5,,67.3,11.4
OG50,6,,30.5,10.5
OG50,7,,27.6,7.8
OG50,8,,198.5,32.5
OG50,9,,74,16.3
OG50,10,,42.4,18.3
OG50,11,,37.7,6
OG50,12,,25.5,11.2
OG50,13,,29,8.1
OG50,14,,35.3,11.5
OG50,15,,74.8,18.3
OG50,16,,41.1,16.8
OG50,17,,32,12.7
OG50,18,,47.2,15.9
OG50,19,,47.5,12.5
OG50,20,,95.6,20.2
OG50,21,,35.8,10.2
OG50,22,,48.8,13.3
OG50,23,,31.5,9.4
OG50,24,,29.6,9.2
OG50,25,,41,14.7
OG50,26,,40.6,14.9
OG50,27,,47.4,12
OG50,28,,32.5,13.5
OG50,29,,43.6,13.7
OG50,30,,80.6,19.9
OG50,31,,37.5,10.8
OG50,32,,35.8,17.5
OG50,33,,42.1,20.8
OG50,34,,32.5,13.9
OG50,35,,36.3,13.8
OG50,36,,60.5,16.1
OG50,37,,62,13.1
OG50,38,,77.1,16
OG50,39,,56.3,14.9
OG50,40,,85.7,19.3
OG50,41,,85,24.7
OG50,42,,65.5,19.5
OG50,43,,27.1,12.2
OG50,44,,86,27.5
OG50,45,,61.5,14.7
OG50,46,,75,23.7
OG50,47,,40.5,15.1
OG50,48,,47.7,14.7
OG50,49,,39.8,13.4
OG50,50,,81.1,17.7
OG50,51,,78,14.4
OG50,52,,72.5,13
OG50,53,,81.5,17.8
OG50,54,,45.8,15.8
OG50,55,,82.7,17.9
OG50,56,,42.3,15.6
OG50,57,,92,20.1
OG50,58,,29.8,7.2
OG50,59,,25.5,11.4
OG50,60,,40,17.3
OG50,61,,27.5,12
OG50,62,,69,24.8
OG50,63,,32.6,7.6
OG50,64,,42,16.9
OG50,65,,48.4,13.8
OG50,66,,26.3,12.1
OG50,67,,69.5,11.8
OG50,68,,91,20.9
OG50,69,,41.6,15.3
OG50,70,,26.7,7.1
OG50,71,,45.6,8.2
OG50,72,,45,9.9
OG50,73,,56,12.5
OG50,74,,91,21.2
OG50,75,,51.5,19.8
OG50,76,,27,7.9
OG50,77,,33.5,7.9
OG50,78,,26.8,6.8
OG50,79,,34.2,7.2
OG50,80,,36.5,11.3
OG50,81,,25,7.1
OG50,82,,38,14.1
OG50,83,,32.7,9.3
OG50,84,,32.6,10.5
OG50,85,,44,13
OG50,86,,71.5,18.9
OG50,87,,114.5,29.5
OG50,88,,78,19.2
OG50,89,,36,17.4
OG50,90,,75,20
OG50,91,,51,12.6
OG50,92,,77,19.7
OG50,93,,28.4,8.2
OG50,94,,56.5,18.5
OG50,95,,78,18.8
OG50,96,,25.2,7.4
OG50,97,,69,15
OG50,98,,83.3,18
OG50,99,,74,19.4
OG50,100,,75,25.7
OG50,101,,29,6.1
OG50,102,,59.7,17.2
OG50,103,,34.2,10.9
OG50,104,,27.5,6.9
OG50,105,,35,13.1
OG50,106,,40,12.8
OG50,127,,50.3,14.4
OG50,128,,173,22.2
OG50,129,,31,10.5
OG50,130,,47.5,15.6
OG50,131,,220,30.4
OG50,132,,73,15.2
OG50,133,,29,8.6
OG50,135,,65.4,18.8
OG50,136,,47,15
OG50,137,,96.7,22.5
OG50,138,,26.9,13.3
OG50,139,,70,19.9
OG50,140,,37.4,14.8
OG50,141,,214,27
OG50,142,,40.7,18.6
OG50,143,,70.8,11.4
OG50,144,,25,8.1
OG50,145,,36,13
OG50,146,,28.3,11.7
OG50,147,,39.4,13.7
OG50,148,,37.6,6.4
OG50,149,,26,10.8
OG50,151,,28,5.2
OG50,152,,27,8.3
OG50,153,,44.3,13.7
OG50,154,,90.7,23.6
OG50,155,,51,6.1
OG50,156,,293,10.2
OG50,157,,75.5,16.5
OG50,158,,230,29.9
OG50,159,,37,11.4
OG50,160,,32,10.5
OG50,161,,46,9
OG50,162,,45.7,4.3
OG50,163,,28.1,9.1
OG50,164,,47.7,8.7
OG50,165,,40.5,9.8
OG50,167,,39.2,16.2
OG50,168,,65,18.8
OG50,169,,25,7.9
OG50,170,,71.8,17.5
OG50,171,,94.4,28.7
OG50,172,,29,7.7
OG50,173,,35.5,14.8
OG50,174,,25.3,6.9
OG50,175,,30,5.8
OG50,176,,46.3,15.1
OG50,177,,31.8,7.2
OG50,178,,76.5,18.3
OG50,179,,62.3,17.4
OG50,180,,57,15
OG50,181,,35,8.4
OG50,183,,27.8,10.7
OG50,184,,54.7,14.6
OG50,185,,36.3,15.1
OG50,186,,33,10.7
OG50,187,,26,7
OG50,188,,28.9,8.2
OG50,189,,27,9.8
OG50,190,,60,13.2
OG50,191,,33.5,11.4
OG50,192,,78,18.1
OG50,193,,42.2,14.8
OG50,195,,94,21.1
OG50,196,,25,4
OG50,197,,25.1,5.1
OG50,198,,53.6,16.8
OG50,199,,35.5,7.7
OG50,200,,39.3,12.5
OG50,107,,50.7,16.9
OG50,108,,59.2,15.2
OG50,109,,35.6,6.3
OG50,110,,40.6,20.1
OG50,111,,61.7,18.7
OG50,112,,40.2,11
OG50,113,,63.7,15.1
OG50,114,,70.6,19.5
OG50,115,,54,15.6
OG50,116,,220,20.6
OG50,117,,33,13.1
OG50,118,,40.5,11.5
OG50,119,,25.2,10.3
OG50,120,,41.6,15.4
OG50,121,,82.7,19.4
OG50,122,,39,12.5
OG50,123,,86.3,20.5
OG50,124,,86.2,20.5
OG50,125,,38.4,12.1
OG50,126,,36.8,12.6
OG50,134,,60,14.4
OG50,150,,35.3,13.5
OG50,166,,45.5,11
OG50,182,,63,15.6
OG50,194,,25.2,5.1
OG51,1,,48.1,10.4
