"Census","Plot","Treatment","Date","Morphotype","Total","Genus","plant_species","Source","DispersalSyndrome","DS_level","DS_source"
3,"CR13","CF","07/09/22","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
3,"CR13","CF","07/09/22","M11",2,"Hieronyma","Hieronyma_macrocarpa","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"CR13","CF","07/09/22","M69",2,"","","vsearch.viri.class","","",""
3,"CR13","D","07/09/22","M11",1,"Hieronyma","Hieronyma_macrocarpa","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"CR13","D","07/09/22","M31",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
3,"PA55","C","07/09/22","M33",3,"Cecropia","Cecropia_insignis","blast.sebas.class","zoochory","species","field_observation"
3,"PA55","D","07/09/22","M58",1,"Endlicheria","Endlicheria_sp.1","blast.sebas.class","","",""
3,"PA55","FD","07/09/22","M33",1,"Cecropia","Cecropia_insignis","blast.sebas.class","zoochory","species","field_observation"
3,"PR33","C","07/09/22","M61",5,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
3,"PR33","CF","07/09/22","M11",4,"Hieronyma","Hieronyma_macrocarpa","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
3,"PR33","CF","07/09/22","M31",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
3,"PR33","CF","07/09/22","M60",1,"","","vsearch.viri.class","","",""
4,"CR06","C","09/01/23","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
4,"CR06","C","09/01/23","M48",2,"Dendropanax","Dendropanax_macrophyllum","blast.sebas.class","zoochory","genus","Figueroa-Esquivel"
4,"CR06","C","09/01/23","M69",33,"","","vsearch.viri.class","","",""
4,"CR06","CF","09/01/23","M56",12,"Cecropia","Cecropia_insignis","blast.sebas.class","zoochory","species","field_observation"
4,"CR06","CF","09/01/23","M84",22,"Piptocoma","Piptocoma_discolor","blast.sebas.class","anemochory","species","TRY"
4,"CR06","D","09/01/23","M48",1,"Dendropanax","Dendropanax_macrophyllum","blast.sebas.class","zoochory","genus","Figueroa-Esquivel"
4,"CR06","FD","09/01/23","M7",41,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
4,"CR06","FD","09/01/23","M70",3,"Coussapoa","Coussapoa_villosa","blast.sebas.class","","",""
4,"PR23","D","09/01/23","M60",1,"","","vsearch.viri.class","","",""
4,"CR04","C","10/01/23","M13",44,"Coussapoa","Coussapoa_contorta","blast.sebas.class","","",""
4,"CR04","C","10/01/23","M37",1,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
4,"CR04","C","10/01/23","M57",1,"","","vsearch.viri.class","","",""
4,"CR04","D","10/01/23","M62",5,"Salacia","Salacia_juruana","blast.sebas.class","","",""
4,"OG38","CF","10/01/23","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
4,"OG38","D","10/01/23","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
4,"PR21","CF","10/01/23","M51",5,"Cecropia","Cecropia_utcubambana","vsearch.viri.class","zoochory","genus","field_observation/fruit morphology"
4,"PR21","CF","10/01/23","M85",1,"","","vsearch.viri.class","","",""
4,"PR21","D","10/01/23","M27",4,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
4,"PR21","D","10/01/23","M51",6,"Cecropia","Cecropia_utcubambana","vsearch.viri.class","zoochory","genus","field_observation/fruit morphology"
4,"PR21","FD","10/01/23","M51",20,"Cecropia","Cecropia_utcubambana","vsearch.viri.class","zoochory","genus","field_observation/fruit morphology"
4,"CA62","C","11/01/23","M15",10,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
4,"CA62","CF","11/01/23","M15",10,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
4,"CA62","D","11/01/23","M15",13,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
4,"CA62","FD","11/01/23","M15",6,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
4,"CR05","C","11/01/23","M3",16,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
4,"CR05","C","11/01/23","M15",1,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
4,"CR05","CF","11/01/23","M72",1,"Byrsonima","Byrsonima_putumayensis","blast.sebas.class","zoochory","genus","Pereira et al. 2022"
4,"CR05","D","11/01/23","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
4,"CR05","D","11/01/23","M29",1,"Annona","Annona_papilionella","blast.sebas.class","zoochory","species","TRY"
4,"CR05","D","11/01/23","M77",1,"Ficus","Ficus_pertusa","blast.sebas.class","zoochory","species","field_observation"
4,"CR05","FD","11/01/23","M3",17,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
4,"CR05","FD","11/01/23","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
4,"PA57","D","11/01/23","M60",1,"","","vsearch.viri.class","","",""
4,"PA57","FD","11/01/23","M15",18,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
4,"PA57","FD","11/01/23","M82",3,"Licania","Licania_longicuspidata","blast.sebas.class","zoochory","genus","field_observation"
4,"PR22","D","11/01/23","M37",29,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
4,"CR10","D","12/01/23","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
4,"CR11","C","12/01/23","M37",42,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
4,"CR11","CF","12/01/23","M37",14,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
4,"CR11","CF","12/01/23","M80",2,"Banara","Banara_guianensis","blast.sebas.class","zoochory","species","field_observation"
4,"CR11","D","12/01/23","M37",23,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
4,"CR11","FD","12/01/23","M37",13,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
4,"CR11","FD","12/01/23","M80",3,"Banara","Banara_guianensis","blast.sebas.class","zoochory","species","field_observation"
4,"OG45","C","12/01/23","M82",2,"Licania","Licania_longicuspidata","blast.sebas.class","zoochory","genus","field_observation"
4,"OG45","CF","12/01/23","M37",6,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
4,"OG45","D","12/01/23","M20",16,"Piptocoma","Piptocoma_discolor","blast.sebas.class","anemochory","species","TRY"
4,"OG45","FD","12/01/23","M37",1,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
4,"OG46","C","12/01/23","M7",2,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
4,"OG46","FD","12/01/23","M3",2,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
4,"OG46","FD","12/01/23","M7",3,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
4,"PR31","C","12/01/23","M37",1,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
4,"PR31","C","12/01/23","M79",1,"","","vsearch.viri.class","","",""
4,"PR31","CF","12/01/23","M37",1,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
4,"PR31","D","12/01/23","M37",1,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
4,"PR31","D","12/01/23","M52",1,"Trema","Trema_integerrima","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
4,"PR31","D","12/01/23","M84",1,"Piptocoma","Piptocoma_discolor","blast.sebas.class","anemochory","species","TRY"
4,"PR31","FD","12/01/23","M37",1,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
4,"CR09","C","13/01/23","M3",17,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
4,"CR09","C","13/01/23","M7",6,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
4,"CR09","CF","13/01/23","M3",3,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
4,"CR09","CF","13/01/23","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
4,"CR09","D","13/01/23","M86",2,"Theobroma","Theobroma_cacao","blast.sebas.class","zoochory","species","field_observation"
4,"CR09","FD","13/01/23","M3",6,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
4,"CR09","FD","13/01/23","M7",10,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
4,"CA63","D","16/01/23","M3",5,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
4,"CA64","C","16/01/23","M3",2,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
4,"CA64","C","16/01/23","M15",4,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
4,"CA64","CF","16/01/23","M15",23,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
4,"CA64","CF","16/01/23","M50",12,"Cecropia","Cecropia_insignis","blast.sebas.class","zoochory","species","field_observation"
4,"CA64","D","16/01/23","M15",16,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
4,"CA64","FD","16/01/23","M50",8,"Cecropia","Cecropia_insignis","blast.sebas.class","zoochory","species","field_observation"
4,"CR14","C","17/01/23","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
4,"CR14","C","17/01/23","M7",3,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
4,"CR14","C","17/01/23","M37",1,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
4,"CR14","CF","17/01/23","M51",8,"Cecropia","Cecropia_utcubambana","vsearch.viri.class","zoochory","genus","field_observation/fruit morphology"
4,"CR14","D","17/01/23","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
4,"CR14","D","17/01/23","M51",2,"Cecropia","Cecropia_utcubambana","vsearch.viri.class","zoochory","genus","field_observation/fruit morphology"
4,"CR14","FD","17/01/23","M7",3,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
4,"CR14","FD","17/01/23","M37",2,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
4,"PR34","C","17/01/23","M3",8,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
4,"PR36","C","17/01/23","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
4,"PR36","CF","17/01/23","M15",1,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
4,"PR36","D","17/01/23","M3",7,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
4,"PR36","D","17/01/23","M55",1,"Inga","Inga_ruiziana","blast.sebas.class","zoochory","species","field_observation"
4,"PR36","FD","17/01/23","M3",22,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
4,"OG49","C","18/01/23","M87",5,NA,NA,"vsearch.viri.class",NA,NA,NA
4,"OG49","CF","18/01/23","M51",1,"Cecropia","Cecropia_utcubambana","vsearch.viri.class","zoochory","genus","field_observation/fruit morphology"
4,"OG49","CF","18/01/23","M81",6,"Pouteria","Pouteria_sapota","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
4,"OG49","CF","18/01/23","M87",1,NA,NA,"vsearch.viri.class",NA,NA,NA
4,"OG42","CF","23/01/23","M43",1,"Banara","Banara_guianensis","blast.sebas.class","zoochory","species","field_observation"
4,"OG42","D","23/01/23","M56",3,"Cecropia","Cecropia_insignis","blast.sebas.class","zoochory","species","field_observation"
4,"OG42","FD","23/01/23","M51",3,"Cecropia","Cecropia_utcubambana","vsearch.viri.class","zoochory","genus","field_observation/fruit morphology"
4,"OG42","FD","23/01/23","M56",3,"Cecropia","Cecropia_insignis","blast.sebas.class","zoochory","species","field_observation"
4,"OG42","FD","23/01/23","M88",3,"Sciodaphyllum","Sciodaphyllum_pedicillatum","blast.sebas.class","","",""
4,"OG42","FD","23/01/23","M89",3,"Casearia","Casearia_arborea","blast.sebas.class","zoochory","species","TRY"
4,"PR19","CF","23/01/23","M61",2,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
4,"PR19","D","23/01/23","M1",23,"Piper","Piper_pequeina","blast.sebas.class","zoochory","species","field_observation"
4,"PR19","FD","23/01/23","M3",5,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
4,"PR19","FD","23/01/23","M7",3,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
4,"OG41","CF","24/01/23","M91",1,"Guarea","Guarea_macrophylla","blast.sebas.class","zoochory","species","TRY"
4,"OG41","D","24/01/23","M90",1,NA,NA,"vsearch.viri.class",NA,NA,NA
4,"CR02","C","25/01/23","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
4,"CR02","C","25/01/23","M13",1,"Coussapoa","Coussapoa_contorta","blast.sebas.class","","",""
4,"CR02","CF","25/01/23","M7",2,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
4,"CR02","D","25/01/23","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
4,"CR13","C","25/01/23","M15",2,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
4,"CR13","C","25/01/23","M31",8,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
4,"CR13","C","25/01/23","M80",2,"Banara","Banara_guianensis","blast.sebas.class","zoochory","species","field_observation"
4,"CR13","D","25/01/23","M15",1,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
4,"CR13","D","25/01/23","M80",1,"Banara","Banara_guianensis","blast.sebas.class","zoochory","species","field_observation"
4,"CR13","FD","25/01/23","M15",1,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
4,"CR13","FD","25/01/23","M80",3,"Banara","Banara_guianensis","blast.sebas.class","zoochory","species","field_observation"
4,"PA55","C","25/01/23","M37",12,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
5,"CR06","C","30/01/23","M7",13,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"CR06","CF","30/01/23","M7",7,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"CR06","D","30/01/23","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"CR06","D","30/01/23","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"CR06","FD","30/01/23","M7",7,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"PR23","C","30/01/23","M55",1,"Inga","Inga_ruiziana","blast.sebas.class","zoochory","species","field_observation"
5,"PR23","D","30/01/23","M7",9,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"PR23","FD","30/01/23","M92",1,NA,NA,"vsearch.viri.class",NA,NA,NA
5,"PR26","C","30/01/23","M1",1,"Piper","Piper_pequeina","blast.sebas.class","zoochory","species","field_observation"
5,"PR26","C","30/01/23","M7",2,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"PR26","CF","30/01/23","M7",15,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"PR26","D","30/01/23","M3",4,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"PR26","D","30/01/23","M7",3,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"PR26","FD","30/01/23","M3",2,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"PR26","FD","30/01/23","M7",3,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"PR26","FD","30/01/23","M46",1,"Sciodaphyllum","Sciodaphyllum_pedicillatum","blast.sebas.class","","",""
5,"OG38","D","31/01/23","M93",1,NA,NA,"vsearch.viri.class",NA,NA,NA
5,"OG39","CF","31/01/23","M21",1,"Wettinia","Wettinia_quinaria","blast.sebas.class","zoochory","species","TRY"
5,"OG39","CF","31/01/23","M37",1,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
5,"OG39","FD","31/01/23","M85",1,"","","vsearch.viri.class","","",""
5,"PR21","FD","31/01/23","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"CR05","C","01/02/23","M3",6,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"CR05","C","01/02/23","M7",2,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"CR05","CF","01/02/23","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"CR05","D","01/02/23","M3",6,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"CR05","D","01/02/23","M7",2,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"CR05","D","01/02/23","M29",1,"Annona","Annona_papilionella","blast.sebas.class","zoochory","species","TRY"
5,"CR05","FD","01/02/23","M3",16,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"PA57","C","01/02/23","M15",2,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
5,"PA57","CF","01/02/23","M15",16,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
5,"PA57","FD","01/02/23","M15",1,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
5,"PR22","C","01/02/23","M3",3,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"PR22","C","01/02/23","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"PR22","C","01/02/23","M15",1,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
5,"PR22","D","01/02/23","M7",12,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"PR22","D","01/02/23","M36",10,"Piper","Piper_pequeina","blast.sebas.class","zoochory","species","field_observation"
5,"PR22","FD","01/02/23","M37",17,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
5,"CR10","CF","02/02/23","M7",2,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"CR10","FD","02/02/23","M7",8,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"CR11","C","02/02/23","M37",10,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
5,"CR11","CF","02/02/23","M7",7,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"CR11","CF","02/02/23","M37",3,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
5,"CR11","D","02/02/23","M37",4,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
5,"CR11","D","02/02/23","M68",2,"Margaritaria","Margaritaria_nobilis","blast.sebas.class","zoochory","species","TRY"
5,"CR11","FD","02/02/23","M94",4,"Tetrorchidium","Tetrorchidium_andinum","blast.sebas.class","zoochory","species","field_observation"
5,"OG45","C","02/02/23","M83",2,"Urena","Urena_lobata","vsearch.viri.class",NA,NA,NA
5,"OG45","CF","02/02/23","M95",1,"Margaritaria","Margaritaria_nobilis","blast.sebas.class","zoochory","species","TRY"
5,"OG46","CF","02/02/23","M7",3,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"OG46","CF","02/02/23","M83",1,"Urena","Urena_lobata","vsearch.viri.class",NA,NA,NA
5,"OG46","FD","02/02/23","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"CR09","C","03/02/23","M3",12,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"CR09","C","03/02/23","M7",2,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"CR09","C","03/02/23","M80",16,"Banara","Banara_guianensis","blast.sebas.class","zoochory","species","field_observation"
5,"CR09","CF","03/02/23","M3",6,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"CR09","CF","03/02/23","M7",3,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"CR09","FD","03/02/23","M3",5,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"CR09","FD","03/02/23","M7",7,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"CA63","C","06/02/23","M3",3,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"CA63","CF","06/02/23","M70",1,"Coussapoa","Coussapoa_villosa","blast.sebas.class","","",""
5,"CA63","D","06/02/23","M3",2,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"CA63","FD","06/02/23","M3",2,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"CA64","C","06/02/23","M3",5,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"CA64","C","06/02/23","M15",4,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
5,"CA64","CF","06/02/23","M15",21,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
5,"CA64","CF","06/02/23","M50",5,"Cecropia","Cecropia_insignis","blast.sebas.class","zoochory","species","field_observation"
5,"CA64","D","06/02/23","M3",9,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"CA64","D","06/02/23","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"CA64","D","06/02/23","M15",5,"Ficus","Ficus_tonduzii","blast.sebas.class","zoochory","genus","field_observation/fruit_morphology"
5,"CA64","D","06/02/23","M50",1,"Cecropia","Cecropia_insignis","blast.sebas.class","zoochory","species","field_observation"
5,"CA64","FD","06/02/23","M50",4,"Cecropia","Cecropia_insignis","blast.sebas.class","zoochory","species","field_observation"
5,"CR14","C","07/02/23","M3",3,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"CR14","C","07/02/23","M96",2,"Sapium","Sapium_glandulosum","blast.sebas.class","zoochory","species","TRY"
5,"CR14","CF","07/02/23","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"PR34","C","07/02/23","M7",5,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"PR34","C","07/02/23","M97",2,"Coussarea","Coussarea_latifolia","blast.sebas.class","zoochory","species","field_observation"
5,"PR34","CF","07/02/23","M51",3,"Cecropia","Cecropia_utcubambana","vsearch.viri.class","zoochory","genus","field_observation/fruit morphology"
5,"PR34","D","07/02/23","M7",3,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"PR34","FD","07/02/23","M7",2,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"PR36","CF","07/02/23","M3",13,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"PR36","D","07/02/23","M3",15,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"PR36","D","07/02/23","M7",1,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"PR36","FD","07/02/23","M3",8,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"PR36","FD","07/02/23","M7",3,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"OG49","C","08/02/23","M87",1,NA,NA,"vsearch.viri.class",NA,NA,NA
5,"OG49","CF","08/02/23","M87",3,NA,NA,"vsearch.viri.class",NA,NA,NA
5,"OG49","D","08/02/23","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"OG49","D","08/02/23","M7",5,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"OG49","FD","08/02/23","M7",2,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"OG49","FD","08/02/23","M17",1,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
5,"OG42","C","13/02/23","M56",1,"Cecropia","Cecropia_insignis","blast.sebas.class","zoochory","species","field_observation"
5,"OG42","CF","13/02/23","M3",2,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"OG42","CF","13/02/23","M7",2,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"OG42","CF","13/02/23","M37",1,"Pouteria","Pouteria_caimito","blast.sebas.class","zoochory","species","TRY"
5,"OG42","FD","13/02/23","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
5,"OG42","FD","13/02/23","M7",5,"Cordia","Cordia_dwyeri","blast.sebas.class","zoochory","species","Tesis Gustavo Delgado Martínez"
5,"PR19","D","13/02/23","M3",1,"Nectandra","Nectandra_paucinervia","blast.sebas.class","zoochory","genus","field_observation"
